,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,プラチナトレジャー,牡8,60.0,伴,高木,496(+6),4.3,3,美浦,2018104261,01149,キングカメハメハ,ホワイトエレガンス,クロフネ
1,2,2,メイショウソムリエ,セ5,60.0,大江圭,蛯名正,506(-10),3.5,2,美浦,2021102980,01120,サトノダイヤモンド,シーサイドホーム,Storm Cat
2,3,3,ネビーイーム,牡8,61.0,小牧加,中竹,544(+6),2.7,1,栗東,2018103677,01196,キズナ,ヴェルヴェットクイーン,シングスピール
3,4,4,トゥラッタッタ,牡5,59.0,五十嵐,新開,478(+10),7.5,5,美浦,2021102973,01069,デクラレーションオブウォー,クイーンマザー,ハーツクライ
4,5,5,コレクテイニア,牡6,59.0,上野,戸田,480(+10),4.9,4,美浦,2020110020,01087,Collected,ダンスウィズキトゥン,Kitten's Joy
5,6,6,アクロスザリバー,牡4,59.0,坂口,蛯名利,426(-2),26.3,6,美浦,2022100481,01211,カリフォルニアクローム,トクラットリバー,ウォーエンブレム
