,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,デンプシー,牡3,56.0,戸崎圭,上原佑,454(-8),7.8,4,美浦,2023106190,5386,ビッグアーサー,フラミンゴ,マルカシェンク,1.2120200357934965,3,0.5467648520551078,3,0.567719558593192,1,0.5382472089232312,3,0.1143129669120065,0.1017615015074776
1,1,2,イゾラフェリーチェ,牝5,56.0,津村,鹿戸,506(+4),5.7,2,美浦,2021105516,1092,サトノクラウン,ケイティーズハート,ハーツクライ,1.8716420125889923,1,0.7705440535313809,1,-0.2717792870991276,9,0.6386611232050255,2,0.1263876694263195,0.1392525810102325
2,2,3,ウィングブルー,牝3,54.0,横山琉,斎藤誠,500(+2),16.2,5,美浦,2023105317,1192,アドマイヤマーズ,パーリーアヴェニュー,Anabaa,-0.7313403303849385,12,0.6833104508657819,2,0.1053345481584815,6,-1.1538479138912126,13,0.0210488281311825,0.0489962785036003
3,2,4,ジョヴィアン,牡6,58.0,杉原,井上,510(+10),16.5,11,栗東,2020110127,1135,Justify,Runway Doll,マジェスティックウォリアー,-0.7121859392336641,11,-0.1124452001857297,8,-0.3527860679739894,10,-1.0488553713657998,12,0.0233789823920409,0.0481054370762621
4,3,5,ヴィヴァクラウン,牡5,58.0,岩田康,杉浦,472(0),19.1,12,美浦,2021101595,5203,サトノクラウン,セトノフラッパー,タイキシャトル,-0.731922956033158,13,-0.28033126810691,13,0.2439005606803199,3,-0.8527459410845541,11,0.0284442735938105,0.04155705297164
5,3,6,トラスコンガーデン,牝3,54.0,江田照,竹内,452(+6),25.7,13,美浦,2023100935,689,ダノンスマッシュ,ジャルディナージュ,Bernardini,-1.0201854746449786,16,-0.5719392115312643,15,-1.0024247065133682,15,-1.3410273362912573,16,0.0174556864295216,0.0308848136870943
6,4,7,ドリーミングアップ,牡5,58.0,横山武,高橋文,460(-2),5.1,1,美浦,2021103303,1170,エピファネイア,ジュデッカ,ディープインパクト,1.7987044785993194,2,0.0916148331649629,7,0.0187937070760547,7,0.4487266730006274,4,0.1045242889711328,0.1556352375996717
7,4,8,レオアジャイル,牝3,54.0,原,杉浦,474(+8),13.9,6,美浦,2023104909,1184,ダノンスマッシュ,レオフラッパー,ステイゴールド,-0.6489329355942739,10,-0.1971261539296264,11,0.1291133811910229,5,-1.2492340397369393,14,0.0191338451061009,0.057103576385491
8,5,9,ビッグフラワー,牡5,58.0,ルメール,加藤征,490(+2),6.2,3,美浦,2021100958,5339,ビッグアーサー,マリアフィオーレ,ハーツクライ,0.6820417793701932,5,-0.2485880554717875,12,-0.890177072663735,13,-0.3247544349452897,8,0.0482279325552101,0.1280225341545686
9,5,10,セレッソデアモール,牝6,56.0,ミシェル,庄野,472(-22),42.8,16,栗東,2020106777,5586,リオンディーズ,ブランダムール,アドマイヤコジーン,-0.177260487199528,7,0.3757504290407016,4,-0.1515798940234534,8,0.3333556034695882,6,0.0931348464882095,0.0185453203681851
10,6,11,ビービーエフォート,牝4,56.0,田辺,高柳瑞,418(-6),23.0,10,美浦,2022102421,1075,グレーターロンドン,ビービーラッハーン,シンボリクリスエス,-0.9613345751278362,14,-0.1479158522450699,10,-0.8877551290293421,12,-1.2964020385400374,15,0.0182522938620673,0.0345104222503619
11,6,12,アイムインディ,牝3,54.0,丹内,蛯名正,458(+2),15.7,7,美浦,2023105263,1091,インディチャンプ,アイムユアーズ,Invincible Spirit,-0.4347528237544314,9,-0.1144594649333338,9,0.4812290691451205,2,-0.4683988997645915,9,0.0417748256940178,0.0505566695387468
12,7,13,レザンノワール,牡5,58.0,菊沢,伊藤圭,462(-2),27.7,14,美浦,2021104665,1161,シルバーステート,ララサンタフェーズ,スペシャルウィーク,-0.4221530529840999,8,0.1267007599559931,6,-0.9430829339996292,14,-0.0321160278789184,7,0.0646234128963594,0.0286548632403727
13,7,14,スミッコディスコ,牡3,56.0,横山和,鈴木慎,460(+10),19.3,9,美浦,2023100169,1140,ダノンプレミアム,エレクトロワールド,Into Mischief,0.9156836742196666,4,0.3305020711153039,5,-0.6818074011055886,11,0.8276549734539892,1,0.1526805416056589,0.0411264099356645
14,8,15,メローネ,牝3,54.0,佐々木,西園翔,406(-4),46.9,15,栗東,2023104079,1197,ビッグアーサー,レスプロンディール,オルフェーヴル,-0.9988612895013608,15,-0.6799610810828702,16,-2.534140983948667,16,-0.7036166299299637,10,0.0330187694771656,0.0169240876707532
15,8,16,ピコアーガイル,牡5,58.0,小林美,伊藤大,480(-4),13.6,8,美浦,2021110165,1206,Justify,Solar Girl,Lonhro,0.3588378838866029,6,-0.4667595432934489,14,0.200684493457483,4,0.338346518231227,5,0.0936008364591958,0.0583632140998768
