,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ルクスマーベリック,セ5,58.0,松本,大和田,450(-6),美浦,2021104105,01191,エピファネイア,サトノアイリ,ステイゴールド,-2.521028518858322,13
1,2,2,ジュウオウ,牡5,58.0,丸山,秋山,546(+6),栗東,2021110162,01127,Justify,Coral Coast,So You Think,-1.7268640432673232,9
2,2,3,サンライズジュピタ,牡4,58.0,小崎,石坂,518(0),栗東,2022103307,01152,ディスクリートキャット,ラブリーアリュール,ゴールドアリュール,-2.7806847466466604,14
3,3,4,アースミューズ,牝4,55.0,☆長浜,粕谷,450(-2),美浦,2022105909,01214,フリオーソ,アースヴィグラス,サウスヴィグラス,-2.0882414305112085,11
4,3,5,スターチスブーケ,牝5,56.0,菊沢,田中勝,510(+4),美浦,2021110075,01161,Practical Joke,Sovereign Halo,Haynesfield,-1.4609616840011173,7
5,4,6,アルマーレシチー,セ5,54.0,★河原田,上原博,528(-12),美浦,2021100675,01204,ロジャーバローズ,アルポルト,ルーラーシップ,-1.855082583905445,10
6,4,7,ゼットスパンキー,牡5,55.0,▲森田,宮,470(0),栗東,2021107255,01222,ディスクリートキャット,ゼットガガ,バゴ,-0.5596364180493248,5
7,5,8,ソードマスター,牡4,58.0,丸田,斎藤誠,470(+2),美浦,2022105415,01117,エピファネイア,デアリングエッジ,キングカメハメハ,-0.5018439741325537,4
8,5,9,シャインミラカナ,牡4,58.0,亀田,北出,470(-4),栗東,2022104411,01176,アルアイン,プリンセスカナ,ワイルドラッシュ,-3.1510351419841056,15
9,6,10,トッレブランカ,牡4,58.0,小沢,今野,472(+7),栗東,2022100088,01185,ドレフォン,サチノスイーティー,カリスタグローリ,0.125653513877663,2
10,6,11,ミルミナーヴァ,牝5,56.0,富田,橋田,484(0),栗東,2021106332,01168,ヘニーヒューズ,ランミネルバ,アグネスタキオン,1.0619844468294202,1
11,7,12,ピコテンダー,牝4,53.0,△舟山,上原佑,482(0),美浦,2022110132,01221,Justify,Lightstream,Harlan's Holiday,-0.09720270061757791,3
12,7,13,リッチハンター,牡6,55.0,▲石田,本間,500(0),美浦,2020100555,01203,ホッコータルマエ,トモトモリバー,ブラックタイド,-2.1184059657025838,12
13,8,14,ジーティームッシュ,牡4,55.0,▲小林美,西村,434(+6),栗東,2022105215,01206,ブリックスアンドモルタル,アプリコットフィズ,ジャングルポケット,-1.0990105268352224,6
14,8,15,ナンヨークリスタル,セ6,55.0,▲和田陽,松永幹,496(-2),栗東,2020103513,01223,ロードカナロア,ナンヨーカノン,フジキセキ,-1.5919564628675884,8
