,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,クリノラピダス,牡4,58.0,幸,谷,472(0),栗東,2022109038,00732,マクフィ,リキサンエルピーダ,ネオユニヴァース,-3.5599903031217806,12
1,2,2,エリカヴェネチア,牝5,56.0,北村友,吉岡,500(+2),栗東,2021110106,01102,Curlin,First Passage,Giant's Causeway,-1.664390677023073,4
2,3,3,メイショウヤシマ,牡4,58.0,松山,高橋亮,478(-6),栗東,2022100061,01126,カリフォルニアクローム,ココモオレンジ,キングカメハメハ,-2.266499414147535,7
3,4,4,キングオブフジ,牡5,58.0,中井,角田,514(+12),栗東,2021106164,01141,ヘニーヒューズ,ヘイローフジ,キングヘイロー,-3.2969599568442565,11
4,4,5,メイケイロゼッタ,牡4,58.0,酒井,河嶋,472(-4),栗東,2022105878,01034,リアルスティール,エーティーロゼッタ,ディープスカイ,-1.690347798399959,5
5,5,6,トゥルブレンシア,セ9,56.0,△田山,東田,468(0),栗東,2017103184,01220,フリオーソ,エルシェロアスール,アドマイヤジャパン,-2.993919577315244,10
6,5,7,ニホンピロデヴィン,牡4,58.0,菱田,緒方,456(+2),栗東,2022104214,01144,グレーターロンドン,ニホンピロルーラー,ルーラーシップ,-2.521105549445564,8
7,6,8,ロードヴォイジャー,牡4,58.0,西村淳,坂口,516(0),栗東,2022101821,01171,サトノアラジン,ラクテウスオルビス,ホワイトマズル,-1.7050073296972448,6
8,6,9,メイショウオオコ,牡5,58.0,高杉,荒川,474(0),栗東,2021102572,01213,メイショウボーラー,デンコウミシオン,メイショウサムソン,-1.1291449690527868,2
9,7,10,スマートシーカー,牡4,58.0,川又,吉村,476(0),栗東,2022101553,01166,シニスターミニスター,スマートアンカー,クロフネ,-2.710935971525972,9
10,7,11,クリノフィガロ,牡5,58.0,団野,荒川,504(0),栗東,2021101226,01180,ゴールドシップ,クリノスペシャル,スペシャルウィーク,-1.3779277365393574,3
11,8,12,テーオーレガシー,牡6,55.0,▲川端,宮,526(-8),栗東,2020100604,01195,ダンカーク,ココモオレンジ,キングカメハメハ,-3.89578471484878,13
12,8,13,サイモンシュバリエ,牡4,58.0,吉村,梅田,496(+4),栗東,2022102223,01216,シニスターミニスター,メイショウネイロ,ネオユニヴァース,-1.0594603811934413,1
