,式別,馬番,配当,人気
0,単勝,12,4060,10
1,複勝,12,1040,11
2,複勝,10,240,3
3,複勝,3,290,5
4,枠連,7-8,4850,26
5,馬連,10-12,9220,33
6,ワイド,10-12,3370,36
7,ワイド,3-12,5110,48
8,ワイド,3-10,880,11
9,馬単,12→10,28630,83
10,3連複,3-10-12,23290,85
11,3連単,12→10→3,213900,634
