,式別,馬番,配当,人気
0,単勝,1,140,1
1,複勝,1,110,1
2,複勝,10,170,3
3,複勝,7,460,8
4,枠連,1-8,240,1
5,馬連,1-10,590,4
6,ワイド,1-10,280,2
7,ワイド,1-7,900,11
8,ワイド,7-10,2350,25
9,馬単,1→10,640,2
10,3連複,1-7-10,4840,18
11,3連単,1→10→7,10120,34
