,式別,馬番,配当,人気
0,単勝,13,1580,8
1,複勝,13,340,7
2,複勝,6,280,4
3,複勝,2,330,6
4,枠連,4-8,5240,21
5,馬連,6-13,6680,25
6,ワイド,6-13,1630,23
7,ワイド,2-13,1990,26
8,ワイド,2-6,1360,19
9,馬単,13→6,15940,57
10,3連複,2-6-13,16540,54
11,3連単,13→6→2,131450,401
