,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フジルバーブ,牝2,55.0,松岡,西田,美浦,2022102499,01085,ヘニーヒューズ Henny Hughes(米) ,エアカリナン ,ディープインパクト ,-2.9369356321657794,15
1,1,2,アルデココ,牝2,55.0,石橋脩,矢野,美浦,2022102542,01077,スワーヴリチャード ,ワナダンス Wanna Dance(亜) ,The Leopard ,0.7355265182535919,2
2,2,3,カウスリップ,牝2,55.0,坂井,中舘,美浦,2022100627,01163,ロードカナロア ,キープセイク ,Sea The Stars Sea the Stars(愛) ,-0.5114624076165625,3
3,2,4,ハクサンミラクル,牡2,56.0,武藤,武藤,美浦,2022100325,01169,シルポート ,アクロスザシャイン ,タニノギムレット ,-0.7644418385348176,5
4,3,5,クリスタルテン,牝2,52.0,▲長浜,水野,美浦,2022102442,01214,アルアイン ,ソットヴォーチェ ,ヴィクトワールピサ ,-1.2252952771913785,9
5,3,6,スターランウェイ,牝2,55.0,Ｃデムーロ,斎藤誠,美浦,2022106686,05473,ダノンレジェンド ,プリモウェイ Primo Way(米) ,Giant's Causeway (米) ,-1.468366698944151,11
6,4,7,セイウングレイ,牝2,55.0,池添,竹内,美浦,2022100399,01032,バゴ Bago(仏) ,ニシノビアンカ ,クロフネ ,-2.246843782899357,12
7,4,8,タイセイアダマス,牡2,54.0,△小林脩,伊藤圭,美浦,2022101137,01183,リアルスティール ,ヴェレーナ ,アルデバランII Aldebaran(米) ,-1.2422629633006363,10
8,5,9,マミーブルー,牝2,52.0,▲佐藤,杉浦,美浦,2022100958,01207,マクフィ Makfi(英) ,ラストマイア ,ローエングリン ,-0.9741329009457012,6
9,5,10,ハイタッチマドンナ,牝2,55.0,嶋田,矢嶋,美浦,2022102811,01134,ウインブライト ,ピーエムルッカ ,キンシャサノキセキ ,-0.7644068424887286,4
10,6,11,ラブリーウィザード,牝2,55.0,鮫島駿,小笠,美浦,2022106654,01157,トランセンド ,ピンウィール ,キングカメハメハ ,-2.678873751521216,14
11,6,12,ミラクルミッキー,牡2,56.0,木幡巧,牧,美浦,2022102695,01162,コパノリッキー ,アイカギ ,ファンタスティックライト Fantastic Light(米) ,-1.1563755350132772,7
12,7,13,バブルギャラクシー,牡2,56.0,内田博,清水英,美浦,2022107292,00422,リオンディーズ ,ストリートキャッシュ Street Cash(米) ,Street Boss ,-1.2055718019011292,8
13,7,14,トレヴィーテ,牝2,55.0,戸崎圭,尾関,美浦,2022106594,05386,キンシャサノキセキ ,プリンセスルーシー Princess Lucy(愛) ,Strategic Prince ,-2.371124726289402,13
14,8,15,エコロヴァイス,牡2,56.0,ムーア,堀,美浦,2022110128,05366,Unified ,Second Fiddle ,Paynter ,1.707684543698154,1
15,8,16,アイカチャン,牝2,52.0,▲石田,蛯名利,美浦,2022103591,01203,マインドユアビスケッツ Mind Your Biscuits(米) ,ロンス ,スウェプトオーヴァーボード Swept Overboard(米) ,-3.229747750691796,16
