,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ミレニアムヒロイン,牝5,58.0,石神深,池上,458(0),美浦,2021103480,01059,スクリーンヒーロー,エクラミレネール,マツリダゴッホ
1,2,2,ゴーツウキリシマ,牝6,58.0,黒岩,牧田,460(-2),栗東,2020109148,01072,ナムラタイタン,エイシンドナウ,グラスワンダー
2,3,3,デスティネ,牡9,60.0,江田勇,萱野,498(+10),美浦,2017106490,01023,リアルインパクト,スプリングドリュー,ミシル
3,3,4,クラウンウルル,牡4,59.0,小野寺,菊川,492(+16),美浦,2022101278,01123,レッドファルクス,クラウンシトラス,スニッツェル
4,4,5,ベラトール,牡4,57.0,▲水沼,西田,486(+8),美浦,2022102788,01201,ミッキーグローリー,アモーレヴォレ,アグネスデジタル
5,4,6,クリアクォーツ,牡4,59.0,大江圭,的場,476(0),美浦,2022101587,01120,タワーオブロンドン,クリアソウル,アグネスデジタル
6,5,7,バラジ,セ7,60.0,小牧加,井上,506(0),栗東,2019106698,01196,ヴァンセンヌ,シーダーアラジ,アラジ
7,5,8,タガノバルコス,牡7,60.0,高田,秋山,492(+2),栗東,2019100549,01046,キタサンブラック,タガノレヴェントン,キングカメハメハ
8,6,9,カルマンフィルター,牡5,60.0,草野,戸田,496(+4),美浦,2021104842,01113,スワーヴリチャード,カルマート,シンボリクリスエス
9,6,10,サラフィエル,セ7,60.0,上野,鈴木慎,456(+4),美浦,2019101464,01087,ヤマニンセラフィム,ティフィン,トワイニング
10,7,11,コスモゴレアドール,牡7,57.0,▲土田,秋本,456(+22),美浦,2019100741,01198,ゴールドシップ,グワダラハラ,Acatenango
11,7,12,ハーバーライト,牡5,60.0,難波,高橋忠,538(+6),栗東,2021105477,01066,ドレフォン,カールファターレ,キングカメハメハ
12,8,13,レヴァントリ,セ4,59.0,五十嵐,大和田,470(-2),美浦,2022105283,01069,ドレフォン,カラフルマーメイド,ハービンジャー
13,8,14,モズバンディット,牡6,60.0,中村,中尾,456(0),栗東,2020101268,01101,ドレフォン,アマルティア,アドマイヤムーン
