race_id,式別,馬番,配当,人気
202606010207,複勝,8,140,1
202606010207,複勝,7,170,4
202606010207,枠連,2-7,1390,7
202606010207,馬連,2-8,2530,11
202606010207,ワイド,2-8,770,12
202606010207,ワイド,2-7,990,15
202606010207,ワイド,7-8,350,3
202606010207,馬単,2→8,6840,29
202606010207,三連複,2-7-8,3640,16
202606010207,三連単,2→8→7,35060,138
202606010208,単勝,5,2260,5
202606010208,複勝,5,310,5
202606010208,複勝,7,110,1
202606010208,複勝,6,220,4
202606010208,枠連,5-7,1520,6
202606010208,馬連,5-7,1650,5
202606010208,ワイド,5-7,580,6
202606010208,ワイド,5-6,1920,20
202606010208,ワイド,6-7,330,3
202606010208,馬単,5→7,5580,15
202606010208,三連複,5-6-7,3650,13
202606010208,三連単,5→7→6,47280,109
202606010209,単勝,3,1590,6
202606010209,複勝,3,380,7
202606010209,複勝,12,130,2
202606010209,複勝,8,220,3
202606010209,枠連,3-8,2090,8
202606010209,馬連,3-12,2710,11
202606010209,ワイド,3-12,850,11
202606010209,ワイド,3-8,2030,22
202606010209,ワイド,8-12,360,2
202606010209,馬単,3→12,6640,23
202606010209,三連複,3-8-12,8460,31
202606010209,三連単,3→12→8,63710,195
202606010210,単勝,1,300,1
202606010210,複勝,1,150,1
202606010210,複勝,11,200,5
202606010210,複勝,3,260,6
202606010210,枠連,1-8,800,3
202606010210,馬連,1-11,950,2
202606010210,ワイド,1-11,440,3
202606010210,ワイド,1-3,620,9
202606010210,ワイド,3-11,840,13
202606010210,馬単,1→11,1660,3
202606010210,三連複,1-3-11,2520,10
202606010210,三連単,1→11→3,10220,28
202606010211,単勝,13,1560,6
202606010211,複勝,13,560,9
202606010211,複勝,11,490,6
202606010211,複勝,12,210,3
202606010211,枠連,7-8,1970,8
202606010211,馬連,11-13,14530,40
202606010211,ワイド,11-13,3700,41
202606010211,ワイド,12-13,1510,14
202606010211,ワイド,11-12,1310,11
202606010211,馬単,13→11,32000,90
202606010211,三連複,11-12-13,18590,58
202606010211,三連単,13→11→12,180380,548
202606010212,単勝,12,460,2
202606010212,複勝,12,210,2
202606010212,複勝,2,260,5
202606010212,複勝,7,340,6
202606010212,枠連,1-6,640,3
202606010212,馬連,2-12,2210,7
202606010212,ワイド,2-12,740,7
202606010212,ワイド,7-12,1130,13
202606010212,ワイド,2-7,1280,15
202606010212,馬単,12→2,3970,13
202606010212,三連複,2-7-12,8610,29
202606010212,三連単,12→2→7,34220,102
202606010301,単勝,11,140,1
202606010301,複勝,11,100,1
202606010301,複勝,8,110,2
202606010301,複勝,10,210,3
202606010301,枠連,4-6,190,1
202606010301,馬連,8-11,200,1
202606010301,ワイド,8-11,130,1
202606010301,ワイド,10-11,420,3
202606010301,ワイド,8-10,620,9
202606010301,馬単,11→8,300,1
202606010301,三連複,8-10-11,790,1
202606010301,三連単,11→8→10,2380,3
202606010302,単勝,2,240,1
202606010302,複勝,2,110,1
202606010302,複勝,12,130,2
202606010302,複勝,8,270,5
202606010302,枠連,1-6,350,1
202606010302,馬連,2-12,360,1
202606010302,ワイド,2-12,190,1
202606010302,ワイド,2-8,560,7
202606010302,ワイド,8-12,820,12
202606010302,馬単,2→12,680,1
202606010302,三連複,2-8-12,1810,6
202606010302,三連単,2→12→8,5330,11
202606010303,単勝,12,330,2
202606010303,複勝,12,160,3
202606010303,複勝,9,370,6
202606010303,複勝,3,110,1
202606010303,枠連,5-6,2870,13
202606010303,馬連,9-12,3670,11
202606010303,ワイド,9-12,1110,13
202606010303,ワイド,3-12,300,2
202606010303,ワイド,3-9,970,9
202606010303,馬単,12→9,5450,17
202606010303,三連複,3-9-12,2910,7
202606010303,三連単,12→9→3,19660,54
202606010304,単勝,11,1380,6
202606010304,複勝,11,390,6
202606010304,複勝,1,820,9
202606010304,複勝,7,180,2
202606010304,枠連,1-8,15330,27
202606010304,馬連,1-11,22010,39
202606010304,ワイド,1-11,3990,33
202606010304,ワイド,7-11,830,9
202606010304,ワイド,1-7,1870,18
202606010304,馬単,11→1,40460,71
202606010304,三連複,1-7-11,23970,61
202606010304,三連単,11→1→7,233840,446
202606010305,単勝,14,610,3
202606010305,複勝,14,160,4
202606010305,複勝,5,140,2
202606010305,複勝,3,120,1
202606010305,枠連,3-8,1430,6
202606010305,馬連,5-14,1560,5
202606010305,ワイド,5-14,500,5
202606010305,ワイド,3-14,320,2
202606010305,ワイド,3-5,260,1
202606010305,馬単,14→5,3240,12
202606010305,三連複,3-5-14,1320,2
202606010305,三連単,14→5→3,10680,23
202606010306,単勝,15,400,1
202606010306,複勝,15,180,1
202606010306,複勝,13,280,6
202606010306,複勝,16,300,7
202606010306,枠連,7-8,1210,5
202606010306,馬連,13-15,1460,2
202606010306,ワイド,13-15,610,5
202606010306,ワイド,15-16,600,3
202606010306,ワイド,13-16,1720,22
202606010306,馬単,15→13,2760,3
202606010306,三連複,13-15-16,4890,11
202606010306,三連単,15→13→16,25820,60
202606010307,単勝,6,320,2
202606010307,複勝,6,150,3
202606010307,複勝,13,140,2
202606010307,複勝,9,170,4
202606010307,枠連,3-7,350,1
202606010307,馬連,6-13,510,1
202606010307,ワイド,6-13,280,2
202606010307,ワイド,6-9,480,6
202606010307,ワイド,9-13,430,5
202606010307,馬単,6→13,930,1
202606010307,三連複,6-9-13,1210,2
202606010307,三連単,6→13→9,4030,7
202606010308,単勝,12,370,2
202606010308,複勝,12,160,2
202606010308,複勝,1,130,1
202606010308,複勝,7,420,8
202606010308,枠連,1-8,690,3
202606010308,馬連,1-12,740,3
202606010308,ワイド,1-12,330,2
202606010308,ワイド,7-12,1240,16
202606010308,ワイド,1-7,860,10
202606010308,馬単,12→1,1230,2
202606010308,三連複,1-7-12,3960,15
202606010308,三連単,12→1→7,11310,28
202606010309,単勝,4,170,1
202606010309,複勝,4,110,1
202606010309,複勝,8,120,3
202606010309,複勝,3,120,2
202606010309,枠連,4-7,420,1
202606010309,馬連,4-8,490,2
202606010309,ワイド,4-8,210,2
202606010309,ワイド,3-4,170,1
202606010309,ワイド,3-8,260,3
202606010309,馬単,4→8,700,2
202606010309,三連複,3-4-8,420,1
202606010309,三連単,4→8→3,1880,2
202606010310,単勝,16,920,5
202606010310,複勝,16,250,5
202606010310,複勝,8,170,3
202606010310,複勝,12,150,1
202606010310,枠連,4-8,1610,10
202606010310,馬連,8-16,2540,9
202606010310,ワイド,8-16,840,9
202606010310,ワイド,12-16,530,4
202606010310,ワイド,8-12,400,2
202606010310,馬単,16→8,5800,21
202606010310,三連複,8-12-16,2480,4
202606010310,三連単,16→8→12,25590,65
202606010311,単勝,13,500,3
202606010311,複勝,13,180,3
202606010311,複勝,4,140,1
202606010311,複勝,2,280,4
202606010311,枠連,2-7,680,2
202606010311,馬連,4-13,810,2
202606010311,ワイド,4-13,400,2
202606010311,ワイド,2-13,990,13
202606010311,ワイド,2-4,660,5
202606010311,馬単,13→4,1860,4
202606010311,三連複,2-4-13,2940,5
202606010311,三連単,13→4→2,11380,16
202606010312,単勝,2,960,4
202606010312,複勝,2,230,4
202606010312,複勝,6,130,1
202606010312,複勝,1,170,2
202606010312,枠連,1-3,400,1
202606010312,馬連,2-6,1130,4
202606010312,ワイド,2-6,470,4
202606010312,ワイド,1-2,580,5
202606010312,ワイド,1-6,290,1
202606010312,馬単,2→6,3020,8
202606010312,三連複,1-2-6,1570,1
202606010312,三連単,2→6→1,10370,16
202606010401,単勝,6,340,2
202606010401,複勝,6,110,1
202606010401,複勝,4,110,2
202606010401,複勝,7,130,3
202606010401,枠連,2-3,390,1
202606010401,馬連,4-6,440,1
202606010401,ワイド,4-6,200,1
202606010401,ワイド,6-7,250,2
202606010401,ワイド,4-7,290,3
202606010401,馬単,6→4,1030,3
202606010401,三連複,4-6-7,520,1
202606010401,三連単,6→4→7,2600,4
202606010402,単勝,13,820,4
202606010402,複勝,13,220,4
202606010402,複勝,3,320,5
202606010402,複勝,4,150,1
202606010402,枠連,2-7,1250,4
202606010402,馬連,3-13,5590,15
202606010402,ワイド,3-13,1480,15
202606010402,ワイド,4-13,490,5
202606010402,ワイド,3-4,600,6
202606010402,馬単,13→3,11340,31
202606010402,三連複,3-4-13,4630,10
202606010402,三連単,13→3→4,49260,138
202606010403,単勝,16,220,2
202606010403,複勝,16,110,1
202606010403,複勝,7,110,2
202606010403,複勝,2,400,6
202606010403,枠連,4-8,160,1
202606010403,馬連,7-16,200,1
202606010403,ワイド,7-16,140,1
202606010403,ワイド,2-16,890,9
202606010403,ワイド,2-7,690,8
202606010403,馬単,16→7,440,2
202606010403,三連複,2-7-16,1540,4
202606010403,三連単,16→7→2,4470,13
202606010404,単勝,1,280,1
202606010404,複勝,1,160,1
202606010404,複勝,2,170,3
202606010404,複勝,12,1240,12
202606010404,枠連,1-1,740,2
202606010404,馬連,1-2,890,2
202606010404,ワイド,1-2,430,3
202606010404,ワイド,1-12,2350,28
202606010404,ワイド,2-12,8350,63
202606010404,馬単,1→2,1970,6
202606010404,三連複,1-2-12,20990,58
202606010404,三連単,1→2→12,56710,163
202606010405,単勝,2,5010,9
202606010405,複勝,2,890,9
202606010405,複勝,13,250,5
202606010405,複勝,10,150,1
202606010405,枠連,1-7,12300,26
202606010405,馬連,2-13,18170,37
202606010405,ワイド,2-13,4640,39
202606010405,ワイド,2-10,2650,26
202606010405,ワイド,10-13,470,3
202606010405,馬単,2→13,51790,87
202606010405,三連複,2-10-13,16120,45
202606010405,三連単,2→13→10,195210,453
202606010406,単勝,15,950,3
202606010406,複勝,15,210,4
202606010406,複勝,13,110,1
202606010406,複勝,12,210,3
202606010406,枠連,7-7,390,2
202606010406,馬連,13-15,780,2
202606010406,ワイド,13-15,380,2
202606010406,ワイド,12-15,1450,16
202606010406,ワイド,12-13,390,4
202606010406,馬単,15→13,2290,7
202606010406,三連複,12-13-15,2380,7
202606010406,三連単,15→13→12,21310,60
202606010407,単勝,9,150,1
202606010407,複勝,9,110,1
202606010407,複勝,5,120,2
202606010407,複勝,12,130,3
202606010407,枠連,3-5,190,1
202606010407,馬連,5-9,210,1
202606010407,ワイド,5-9,140,1
202606010407,ワイド,9-12,200,2
202606010407,ワイド,5-12,320,3
202606010407,馬単,9→5,360,1
202606010407,三連複,5-9-12,430,1
202606010407,三連単,9→5→12,1110,1
202606010408,単勝,7,140,1
202606010408,複勝,7,110,1
202606010408,複勝,1,200,4
202606010408,複勝,2,150,2
202606010408,枠連,1-4,310,1
202606010408,馬連,1-7,940,3
202606010408,ワイド,1-7,410,4
202606010408,ワイド,2-7,220,1
202606010408,ワイド,1-2,740,10
202606010408,馬単,7→1,1180,3
202606010408,三連複,1-2-7,1010,2
202606010408,三連単,7→1→2,3950,4
202606010409,単勝,7,310,1
202606010409,複勝,7,120,1
202606010409,複勝,8,160,3
202606010409,複勝,2,150,2
202606010409,枠連,5-6,640,2
202606010409,馬連,7-8,710,1
202606010409,ワイド,7-8,340,4
202606010409,ワイド,2-7,330,2
202606010409,ワイド,2-8,620,10
202606010409,馬単,7→8,1330,3
202606010409,三連複,2-7-8,1500,3
202606010409,三連単,7→8→2,5780,6
202606010410,単勝,3,1430,8
202606010410,複勝,3,450,7
202606010410,複勝,7,440,6
202606010410,複勝,15,500,8
202606010410,枠連,2-4,4560,16
202606010410,馬連,3-7,12640,47
202606010410,ワイド,3-7,3590,46
202606010410,ワイド,3-15,2980,37
202606010410,ワイド,7-15,3280,42
202606010410,馬単,3→7,18260,75
202606010410,三連複,3-7-15,49230,148
202606010410,三連単,3→7→15,232890,780
202606010411,単勝,15,1100,4
202606010411,複勝,15,410,5
202606010411,複勝,4,850,11
202606010411,複勝,1,780,10
202606010411,枠連,2-8,3320,17
202606010411,馬連,4-15,17740,46
202606010411,ワイド,4-15,4850,50
202606010411,ワイド,1-15,5650,58
202606010411,ワイド,1-4,11200,80
202606010411,馬単,15→4,31200,90
202606010411,三連複,1-4-15,180090,308
202606010411,三連単,15→4→1,879080,1
202606010412,単勝,12,2640,8
202606010412,複勝,12,540,7
202606010412,複勝,11,260,4
202606010412,複勝,15,2830,13
202606010412,枠連,6-6,4860,17
202606010412,馬連,11-12,4440,15
202606010412,ワイド,11-12,1550,16
202606010412,ワイド,12-15,19150,83
202606010412,ワイド,11-15,10920,66
202606010412,馬単,12→11,15190,50
202606010412,三連複,11-12-15,109330,210
202606010412,三連単,12→11→15,960140,1
202606010501,単勝,5,410,3
202606010501,複勝,5,180,1
202606010501,複勝,11,1250,9
202606010501,複勝,8,190,3
202606010501,枠連,3-6,4850,11
202606010501,馬連,5-11,13370,23
202606010501,ワイド,5-11,2950,23
202606010501,ワイド,5-8,290,3
202606010501,ワイド,8-11,1680,17
202606010501,馬単,5→11,19140,34
202606010501,三連複,5-8-11,4920,15
202606010501,三連単,5→11→8,64610,147
202606010502,単勝,4,310,2
202606010502,複勝,4,140,1
202606010502,複勝,1,190,3
202606010502,複勝,11,200,4
202606010502,枠連,1-2,770,5
202606010502,馬連,1-4,890,2
202606010502,ワイド,1-4,350,2
202606010502,ワイド,4-11,430,3
202606010502,ワイド,1-11,630,8
202606010502,馬単,4→1,1510,3
202606010502,三連複,1-4-11,1500,2
202606010502,三連単,4→1→11,6240,5
202606010503,単勝,1,1170,6
202606010503,複勝,1,440,8
202606010503,複勝,11,380,6
202606010503,複勝,15,350,4
202606010503,枠連,1-6,5420,23
202606010503,馬連,1-11,5340,25
202606010503,ワイド,1-11,1560,26
202606010503,ワイド,1-15,1340,19
202606010503,ワイド,11-15,1260,18
202606010503,馬単,1→11,10440,49
202606010503,三連複,1-11-15,12220,53
202606010503,三連単,1→11→15,77590,317
202606010504,単勝,11,2070,6
202606010504,複勝,11,360,6
202606010504,複勝,4,130,1
202606010504,複勝,14,170,3
202606010504,枠連,3-7,1470,4
202606010504,馬連,4-11,2570,8
202606010504,ワイド,4-11,750,8
202606010504,ワイド,11-14,1280,16
202606010504,ワイド,4-14,350,3
202606010504,馬単,11→4,6340,23
202606010504,三連複,4-11-14,3660,12
202606010504,三連単,11→4→14,33880,100
202606010505,単勝,15,2740,8
202606010505,複勝,15,610,8
202606010505,複勝,12,230,3
202606010505,複勝,13,350,6
202606010505,枠連,6-8,2420,11
202606010505,馬連,12-15,4950,18
202606010505,ワイド,12-15,1590,19
202606010505,ワイド,13-15,2800,35
202606010505,ワイド,12-13,980,10
202606010505,馬単,15→12,12200,47
202606010505,三連複,12-13-15,11640,39
202606010505,三連単,15→12→13,98670,328
202606010506,単勝,11,290,1
202606010506,複勝,11,140,1
202606010506,複勝,7,150,2
202606010506,複勝,3,500,9
202606010506,枠連,4-6,480,1
202606010506,馬連,7-11,620,1
202606010506,ワイド,7-11,330,1
202606010506,ワイド,3-11,1660,21
202606010506,ワイド,3-7,1680,22
202606010506,馬単,11→7,1120,1
202606010506,三連複,3-7-11,7340,21
202606010506,三連単,11→7→3,22000,53
202606010507,単勝,1,240,1
202606010507,複勝,1,120,1
202606010507,複勝,4,330,6
202606010507,複勝,15,130,2
202606010507,枠連,1-3,1450,6
202606010507,馬連,1-4,2730,9
202606010507,ワイド,1-4,890,11
202606010507,ワイド,1-15,250,1
202606010507,ワイド,4-15,640,6
202606010507,馬単,1→4,4280,15
202606010507,三連複,1-4-15,2280,5
202606010507,三連単,1→4→15,12680,24
202606010508,単勝,2,240,1
202606010508,複勝,2,140,2
202606010508,複勝,1,270,5
202606010508,複勝,4,290,6
202606010508,枠連,1-2,870,4
202606010508,馬連,1-2,730,2
202606010508,ワイド,1-2,380,2
202606010508,ワイド,2-4,460,3
202606010508,ワイド,1-4,940,13
202606010508,馬単,2→1,1200,3
202606010508,三連複,1-2-4,1990,5
202606010508,三連単,2→1→4,6890,9
202606010509,単勝,2,1780,8
202606010509,複勝,2,380,8
202606010509,複勝,1,160,1
202606010509,複勝,10,260,5
202606010509,枠連,1-1,2510,10
202606010509,馬連,1-2,2730,10
202606010509,ワイド,1-2,980,10
202606010509,ワイド,2-10,1770,23
202606010509,ワイド,1-10,630,5
202606010509,馬単,2→1,6090,22
202606010509,三連複,1-2-10,6370,21
202606010509,三連単,2→1→10,49670,168
202606010510,単勝,15,220,1
202606010510,複勝,15,130,1
202606010510,複勝,11,160,2
202606010510,複勝,13,280,6
202606010510,枠連,6-8,660,2
202606010510,馬連,11-15,680,1
202606010510,ワイド,11-15,320,1
202606010510,ワイド,13-15,710,6
202606010510,ワイド,11-13,890,10
202606010510,馬単,15→11,920,1
202606010510,三連複,11-13-15,3070,5
202606010510,三連単,15→11→13,8380,4
202606010511,単勝,4,690,4
202606010511,複勝,4,200,5
202606010511,複勝,1,150,1
202606010511,複勝,8,160,2
202606010511,枠連,1-3,870,3
202606010511,馬連,1-4,1140,4
202606010511,ワイド,1-4,440,3
202606010511,ワイド,4-8,620,10
202606010511,ワイド,1-8,350,1
202606010511,馬単,4→1,2660,11
202606010511,三連複,1-4-8,1410,1
202606010511,三連単,4→1→8,10090,22
202606010512,単勝,1,2050,5
202606010512,複勝,1,450,5
202606010512,複勝,6,150,2
202606010512,複勝,2,520,8
202606010512,枠連,1-3,1220,4
202606010512,馬連,1-6,2240,4
202606010512,ワイド,1-6,750,3
202606010512,ワイド,1-2,3360,30
202606010512,ワイド,2-6,890,11
202606010512,馬単,1→6,6840,22
202606010512,三連複,1-2-6,8210,18
202606010512,三連単,1→6→2,79780,184
202606010601,単勝,11,260,1
202606010601,複勝,11,110,1
202606010601,複勝,9,150,2
202606010601,複勝,13,240,6
202606010601,枠連,5-6,460,1
202606010601,馬連,9-11,590,1
202606010601,ワイド,9-11,250,1
202606010601,ワイド,11-13,570,6
202606010601,ワイド,9-13,900,11
202606010601,馬単,11→9,920,1
202606010601,三連複,9-11-13,2170,5
202606010601,三連単,11→9→13,7250,12
202606010602,単勝,13,170,1
202606010602,複勝,13,110,1
202606010602,複勝,6,390,6
202606010602,複勝,1,330,5
202606010602,枠連,3-7,1220,5
202606010602,馬連,6-13,1580,4
202606010602,ワイド,6-13,680,6
202606010602,ワイド,1-13,560,4
202606010602,ワイド,1-6,3110,28
202606010602,馬単,13→6,2350,9
202606010602,三連複,1-6-13,8540,24
202606010602,三連単,13→6→1,24730,69
202606010603,単勝,7,1440,6
202606010603,複勝,7,320,5
202606010603,複勝,14,210,3
202606010603,複勝,6,340,6
202606010603,枠連,4-7,740,3
202606010603,馬連,7-14,3090,14
202606010603,ワイド,7-14,1190,14
202606010603,ワイド,6-7,2010,24
202606010603,ワイド,6-14,960,11
202606010603,馬単,7→14,7820,32
202606010603,三連複,6-7-14,10260,28
202606010603,三連単,7→14→6,89190,257
202606010604,単勝,8,160,1
202606010604,複勝,8,110,1
202606010604,複勝,9,350,6
202606010604,複勝,1,160,3
202606010604,枠連,6-7,1410,6
202606010604,馬連,8-9,2530,8
202606010604,ワイド,8-9,680,7
202606010604,ワイド,1-8,260,2
202606010604,ワイド,1-9,1560,16
202606010604,馬単,8→9,2760,9
202606010604,三連複,1-8-9,3280,10
202606010604,三連単,8→9→1,15910,46
202606010605,単勝,14,370,1
202606010605,複勝,14,160,1
202606010605,複勝,4,340,7
202606010605,複勝,5,350,8
202606010605,枠連,2-7,2590,15
202606010605,馬連,4-14,3100,10
202606010605,ワイド,4-14,1170,10
202606010605,ワイド,5-14,1170,11
202606010605,ワイド,4-5,1680,29
202606010605,馬単,14→4,4550,10
202606010605,三連複,4-5-14,10650,42
202606010605,三連単,14→4→5,39070,80
202606010606,単勝,9,430,1
202606010606,複勝,9,190,3
202606010606,複勝,8,180,1
202606010606,複勝,12,460,9
202606010606,枠連,4-5,840,2
202606010606,馬連,8-9,1040,1
202606010606,ワイド,8-9,480,1
202606010606,ワイド,9-12,1510,19
202606010606,ワイド,8-12,1430,16
202606010606,馬単,9→8,1790,1
202606010606,三連複,8-9-12,5420,9
202606010606,三連単,9→8→12,21700,29
202606010607,単勝,7,1230,6
202606010607,複勝,7,320,6
202606010607,複勝,1,160,2
202606010607,複勝,10,290,5
202606010607,枠連,1-6,340,1
202606010607,馬連,1-7,1870,7
202606010607,ワイド,1-7,710,9
202606010607,ワイド,7-10,1680,21
202606010607,ワイド,1-10,630,8
202606010607,馬単,7→1,5590,22
202606010607,三連複,1-7-10,4640,18
202606010607,三連単,7→1→10,40220,149
202606010608,単勝,11,580,3
202606010608,複勝,11,240,3
