,式別,馬番,配当,人気
0,単勝,6,370,2
1,複勝,6,160,2
2,複勝,5,220,3
3,複勝,9,590,8
4,枠連,4-4,1170,6
5,馬連,5-6,1190,4
6,ワイド,5-6,480,4
7,ワイド,6-9,1230,12
8,ワイド,5-9,1690,21
9,馬単,6→5,1920,5
10,3連複,5-6-9,7230,19
11,3連単,6→5→9,26170,73
