,式別,馬番,配当,人気
0,単勝,4,230,2
1,複勝,4,110,1
2,複勝,6,110,2
3,馬連,4-6,170,1
4,ワイド,4-6,110,1
5,ワイド,4-5,360,6
6,ワイド,5-6,250,4
7,馬単,4→6,350,2
8,3連複,4-5-6,570,3
9,3連単,4→6→5,1860,6
