,式別,馬番,配当,人気
0,単勝,5,1380,6
1,複勝,5,330,6
2,複勝,6,190,4
3,複勝,9,140,1
4,枠連,3-3,6200,13
5,馬連,5-6,6750,20
6,ワイド,5-6,1710,20
7,ワイド,5-9,740,9
8,ワイド,6-9,420,4
9,馬単,5→6,12570,38
10,3連複,5-6-9,4860,14
11,3連単,5→6→9,46780,145
