,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コスモキュランダ,牡4,58.0,津村,加藤士,520(+18),美浦,2021106787,01092,アルアイン  ,サザンスピード  Southern Speed(豪)  ,Southern Image  (米)  ,1.0144869179336768,3
1,2,2,アーバンシック,牡4,58.0,プーシャン,武井,514(+2),美浦,2021105436,05678,スワーヴリチャード  ,エッジースタイル  ,ハービンジャー  Harbinger(英)  ,1.2177970220800225,2
2,3,3,ジャスティンパレス,牡6,58.0,団野,杉山晴,470(0),栗東,2019105346,01180,ディープインパクト  ,パレスルーマー  Palace Rumor(米)  ,Royal Anthem  ,-0.5977259115910759,8
3,3,4,ソールオリエンス,牡5,58.0,丹内,手塚久,478(+10),美浦,2020102899,01091,キタサンブラック  ,スキア  ,Motivator  ,-1.6513102711503806,11
4,4,5,タスティエーラ,牡5,58.0,レーン,堀,508(+10),美浦,2020103532,05585,サトノクラウン  ,パルティトゥーラ  ,マンハッタンカフェ  ,-1.8631990120553397,12
5,4,6,ブレイディヴェーグ,牝5,56.0,戸崎圭,宮田,474(-2),美浦,2020103242,05386,ロードカナロア  ,インナーアージ  ,ディープインパクト  ,0.2578179652422636,5
6,5,7,マスカレードボール,牡3,56.0,ルメール,手塚久,470(+4),美浦,2022105519,05339,ドゥラメンテ  ,マスクオフ  ,ディープインパクト  ,-0.7311390352481391,9
7,5,8,ホウオウビスケッツ,牡5,58.0,岩田康,奥村武,504(-4),美浦,2020103941,05203,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ホウオウサブリナ  ,ルーラーシップ  ,-0.22991746215490927,7
8,6,9,ミュージアムマイル,牡3,56.0,Ｃデムーロ,高柳大,500(0),栗東,2022105081,05473,リオンディーズ  ,ミュージアムヒル  ,ハーツクライ  ,1.2361676594767745,1
9,6,10,エコロヴァルツ,牡4,58.0,三浦,牧浦,494(+8),栗東,2021101436,01122,ブラックタイド  ,プティプランセス  ,キングカメハメハ  ,-3.051737308737448,14
10,7,11,シランケド,牝5,56.0,横山武,牧浦,516(+2),栗東,2020109107,01170,デクラレーションオブウォー  ,フェアブルーム  ,ディープインパクト  ,0.6903320663443813,4
11,7,12,セイウンハーデス,牡6,58.0,菅原明,橋口,472(-10),栗東,2019102632,01179,シルバーステート  ,ハイノリッジ  ,マンハッタンカフェ  ,-0.05675660217384816,6
12,8,13,メイショウタバル,牡4,58.0,武豊,石橋,508(+4),栗東,2021103272,00666,ゴールドシップ  ,メイショウツバクロ  ,フレンチデピュティ  French Deputy(米)  ,-1.9111469431966528,13
13,8,14,クイーンズウォーク,牝4,56.0,川田,中内田,542(+6),栗東,2021105414,01088,キズナ  ,ウェイヴェルアベニュー  Wavell Avenue(加)  ,Harlington  ,-1.3846570970640601,10
