,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エールドリー,牝2,55.0,荻野琢,平田,418(0),栗東,2023100375,01112,マインドユアビスケッツ  Mind Your Biscuits(米)  ,バーボネラ  ,ハービンジャー  Harbinger(英)  ,0.17888058103398521,1
1,1,2,アームズレジェンド,牡2,56.0,岩田望,上村,496(0),栗東,2023106637,01174,ダノンレジェンド  ,アームズトウショウ  ,コロナドズクエスト  Coronado's Quest(米)  ,-3.0040593090101173,10
2,2,3,クレスコフェーヴ,牝2,55.0,中井,羽月,406(0),栗東,2023103829,01141,オルフェーヴル  ,ティイ  ,エイシンフラッシュ  ,-2.9009074117307785,9
3,2,4,スマートグロワール,牡2,53.0,▲大久保,畑端,530(0),栗東,2023102752,01194,デクラレーションオブウォー  ,アンフィデルマール  ,エンパイアメーカー  Empire Maker(米)  ,-3.7759163177017667,15
4,3,5,ショーンバローズ,牡2,56.0,田口,松下,468(0),栗東,2023105467,01208,サンダースノー  Thunder Snow(愛)  ,チェリーミルズ  ,Invincible Spirit  (愛)  ,-0.5836205651889177,2
5,3,6,メロウアンバー,牡2,55.0,☆吉村,坂口,424(0),栗東,2023107418,01216,タリスマニック  Talismanic(英)  ,イサチルケイ  ,アグネスデジタル  ,-2.3261407951831123,7
6,4,7,フロムザムーン,牡2,56.0,国分恭,畑端,472(0),栗東,2023102369,01124,ルヴァンスレーヴ  ,カグラヒメ  ,マンハッタンカフェ  ,-1.3495265362844042,3
7,4,8,アスタウイン,牝2,55.0,国分優,小椋,460(0),栗東,2023101988,01125,ホッコータルマエ  ,アスタキサンチン  ,ヴリル  ,-1.3528735192409032,4
8,5,9,タイムレスラブ,牝2,55.0,藤懸,羽月,442(0),栗東,2023101854,01138,ビッグアーサー  ,ムードン  ,フレンチデピュティ  French Deputy(米)  ,-1.8452258423674608,5
9,5,10,ルビーブロンド,牝2,53.0,△柴田裕,笹田,448(0),栗東,2023105736,01212,モズアスコット  ,エナジーピエトラ  ,サウスヴィグラス  ,-2.0067075735356728,6
10,6,11,メイケイシャイン,牡2,56.0,富田,武英,470(0),栗東,2023101445,01168,ミッキーアイル  ,インテリジェンス  ,ハービンジャー  Harbinger(英)  ,-3.393506035958726,13
11,6,12,サーバルマインド,牡2,55.0,☆松本,森田,496(0),栗東,2023101685,01191,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ウマコ  ,スマートファルコン  ,-3.349666107400344,12
12,7,13,スーパービジー,牡2,56.0,小沢,庄野,464(0),栗東,2023101893,01185,スワーヴリチャード  ,キスオンザグリーン  ,オルフェーヴル  ,-2.6649785343794052,8
13,7,14,メイショウカクウチ,牡2,56.0,菱田,飯田,478(0),栗東,2023102173,01144,エスポワールシチー  ,メイショウコゴミ  ,クロフネ  ,-3.6137465088067575,14
14,8,15,ルージュシャラポワ,牝2,55.0,浜中,小林,436(0),栗東,2023103442,01115,ナダル  Nadal(米)  ,ジョンブリアン  ,ステイゴールド  ,-4.070313212935027,16
15,8,16,イーグルチョイス,牡2,56.0,荻野極,千田,516(0),栗東,2023102672,01160,ダノンスマッシュ  ,ナスケンアイリス  ,フレンチデピュティ  French Deputy(米)  ,-3.2622673619209754,11
