,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202610020102,1,8,14,スマッシング,牝3,53,田山旺佑,0:0:57.9,,1-1,35.1,2.9,1,462,[西]佐藤悠太,1000,曇,ダート,不良,2026年06月27日,未勝利,2023100974,01220
202610020102,2,3,3,メイショウマドンナ,牝3,52,森田誠也,0:0:58.3,2.1/2,3-3,35.2,73.0,9,474,[西]荒川義之,1000,曇,ダート,不良,2026年06月27日,未勝利,2023104999,01222
202610020102,3,6,9,メイワキラリ,牡3,57,鮫島良太,0:0:58.4,クビ,2-2,35.5,99.3,10,466,[西]河嶋宏樹,1000,曇,ダート,不良,2026年06月27日,未勝利,2023103746,01099
202610020102,4,5,8,モズタイシソウシ,牡3,57,藤懸貴志,0:0:58.5,1/2,9-8,34.9,15.1,6,466,[西]平田修,1000,曇,ダート,不良,2026年06月27日,未勝利,2023105728,01138
202610020102,5,5,7,アルムアポジェ,牝3,55,秋山稔樹,0:0:58.5,アタマ,5-6,35.2,5.7,3,472,[西]北出成人,1000,曇,ダート,不良,2026年06月27日,未勝利,2023104328,01181
202610020102,6,1,1,クリコファルコン,牡3,57,菱田裕二,0:0:58.5,ハナ,5-3,35.2,22.2,7,458,[西]谷潔,1000,曇,ダート,不良,2026年06月27日,未勝利,2023101610,01144
202610020102,7,3,4,モズエムブイピー,牡3,57,西村淳也,0:0:58.6,3/4,9-8,35.0,12.5,5,538,[西]矢作芳人,1000,曇,ダート,不良,2026年06月27日,未勝利,2023105733,01171
202610020102,8,8,13,コパノルーカス,牡3,57,Ｍ．デム,0:0:59.0,2,11-13,35.3,102.5,11,480,[西]梅田智之,1000,曇,ダート,不良,2026年06月27日,未勝利,2023104972,05212
202610020102,9,7,12,マユナイト,牝3,55,幸英明,0:0:59.3,1.3/4,11-11,35.6,47.4,8,406,[西]高橋康之,1000,曇,ダート,不良,2026年06月27日,未勝利,2023103534,00732
202610020102,10,4,6,サンライズキース,牡3,57,川須栄彦,0:0:59.6,2,14-14,34.5,465.1,14,502,[西]羽月友彦,1000,曇,ダート,不良,2026年06月27日,未勝利,2023100903,01128
202610020102,11,4,5,メイショウテンジン,牡3,57,松山弘平,0:0:59.8,1,3-5,36.7,7.0,4,482,[西]高橋亮,1000,曇,ダート,不良,2026年06月27日,未勝利,2023106567,01126
202610020102,12,2,2,ヴォーゲ,牡3,57,田口貫太,0:1:00.1,2,13-11,36.3,241.4,13,418,[西]森田直行,1000,曇,ダート,不良,2026年06月27日,未勝利,2023106342,01208
202610020102,13,7,11,ショーライトイヤー,牡3,57,太宰啓介,0:1:00.2,1/2,5-6,36.9,214.9,12,474,[西]石橋守,1000,曇,ダート,不良,2026年06月27日,未勝利,2023105019,01037
202610020102,14,6,10,ジャスパーブレイズ,牡3,57,川田将雅,0:1:01.1,5,5-8,37.8,2.9,2,502,[西]森秀行,1000,曇,ダート,不良,2026年06月27日,未勝利,2023107530,01088
