,式別,馬番,配当,人気
0,単勝,4,210,1
1,複勝,4,150,1
2,複勝,6,720,9
3,複勝,13,5470,16
4,枠連,2-3,1960,8
5,馬連,4-6,3910,13
6,ワイド,4-6,1560,15
7,ワイド,4-13,15650,80
8,ワイド,6-13,71500,117
9,馬単,4→6,5390,18
10,3連複,4-6-13,375260,345
11,3連単,4→6→13,1014440,1
