,式別,馬番,配当,人気
0,単勝,11,640,3
1,複勝,11,200,5
2,複勝,12,160,2
3,複勝,4,120,1
4,枠連,7-8,950,4
5,馬連,11-12,1940,7
6,ワイド,11-12,570,7
7,ワイド,4-11,370,4
8,ワイド,4-12,240,1
9,馬単,11→12,3530,11
10,3連複,4-11-12,1520,2
11,3連単,11→12→4,12130,36
