,式別,馬番,配当,人気
0,単勝,10,2100,9
1,複勝,10,450,7
2,複勝,16,470,8
3,複勝,1,190,2
4,枠連,5-8,3680,16
5,馬連,10-16,16430,52
6,ワイド,10-16,4390,51
7,ワイド,1-10,1830,21
8,ワイド,1-16,1610,17
9,馬単,10→16,35320,110
10,3連複,1-10-16,27790,98
11,3連単,10→16→1,199110,661
