,式別,馬番,配当,人気
0,単勝,6,2250,7
1,複勝,6,410,6
2,複勝,11,420,7
3,複勝,5,190,2
4,枠連,3-6,970,5
5,馬連,6-11,11330,28
6,ワイド,6-11,2830,29
7,ワイド,5-6,1440,15
8,ワイド,5-11,1120,13
9,馬単,6→11,26050,65
10,3連複,5-6-11,11770,36
11,3連単,6→11→5,134530,341
