,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,クリノミニスター,牡6,58.0,団野,荒川,470(+8),栗東,2019103285,01180,シニスターミニスター  Sinister Minister(米)  ,アイムヒアー  ,プリサイスエンド  Precise End(米)  ,-5.452417800608602,16
1,1,2,ローガンパス,セ4,58.0,富田,東田,482(-12),栗東,2021105677,01168,サトノアラジン  ,トレジャーステイト  ,Oasis Dream  (英)  ,-1.9869910974868847,10
2,2,3,ライツユーアップ,牝3,51.0,▲柴田裕,角田,434(0),栗東,2022103527,01212,スワーヴリチャード  ,チェアユーアップ  ,エアジハード  ,1.1095732373206975,1
3,2,4,キアヌ,牡3,56.0,酒井,小崎,502(+6),栗東,2022106585,01034,ディスクリートキャット  Discreet Cat(米)  ,ジョディーズロマン  ,サムライハート  ,-4.056549830116054,14
4,3,5,ヒミノエトワール,牝3,54.0,池添,宮地,464(0),栗東,2022102388,01032,パイロ  Pyro(米)  ,ヒミノプリンセス  ,マンハッタンカフェ  ,-1.0627676337355847,5
5,3,6,ウォーターパラディ,牡3,56.0,菱田,岡田,462(0),栗東,2022103229,01144,ウォータービルド  ,トレースイスラ  ,サウスヴィグラス  ,0.3900063652613951,2
6,4,7,マテンロウカナロア,牡3,56.0,小沢,野中,486(+8),栗東,2022101445,01185,ロードカナロア  ,ヒアトゥウィン  Here to Win(伯)  ,Roi Normand  ,-1.4435595348365124,8
7,4,8,ドラゴン,牡3,56.0,武豊,松永幹,504(+8),栗東,2022105439,00666,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ノーブルコロネット  ,ディープインパクト  ,-2.8203937738183646,13
8,5,9,タマモブラウンタイ,牡3,52.0,★河原田,角田,470(+14),栗東,2022106438,01204,ディスクリートキャット  Discreet Cat(米)  ,タマモイヤリング  ,ブラックタイド  ,-1.839139753342433,9
9,5,10,ハイケンス,牡4,56.0,◇今村,今野,458(-4),栗東,2021102813,01193,アジアエクスプレス  ,パリーナチャン  ,メイショウオウドウ  ,-1.2997900862921647,7
10,6,11,タイセイディアマン,牡3,56.0,田口,大橋,462(+2),栗東,2022107082,01208,カレンブラックヒル  ,メリオール  ,キングカメハメハ  ,-2.1990768220772745,12
11,6,12,ファイヤーウィップ,牡4,57.0,☆松本,吉田,502(-6),栗東,2021106003,01191,モーニン  ,クニコチャン  ,ゴールドアリュール  ,-0.9734949348323835,4
12,7,13,サンダーロード,牡3,56.0,松若,杉山晴,538(-2),栗東,2022102966,01154,Authentic  (米)  ,グァカモーレ  Guacamole(米)  ,Flat Out  ,-2.155156808671572,11
13,7,14,モズケイスター,牡3,56.0,高杉,高柳大,470(+12),栗東,2022102127,01213,モズアスコット  ,モズレディーモー  ,Uncle Mo  (米)  ,-1.2559187180654945,6
14,8,15,テイエムパイロット,牡3,53.0,▲田山,秋山,512(-6),栗東,2022103775,01220,パイロ  Pyro(米)  ,ピンクドッグウッド  ,サウスヴィグラス  ,-4.8587499959625475,15
15,8,16,ポンピエ,牡4,58.0,鮫島駿,西園正,450(-2),栗東,2021104945,01157,レッドファルクス  ,アルティメイトラブ  ,シンボリクリスエス  ,-0.11799880145760366,3
