,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,フウセツ,牡3,56.0,大野,鈴木慎,488(+4),美浦,2022101626,01096,サンダースノー  Thunder Snow(愛)  ,アプト  ,アドマイヤムーン  ,-1.1653995533479893,9
1,1,2,ピックアップライン,牡5,57.0,☆吉村,田中剛,514(+4),美浦,2020103088,01216,ロゴタイプ  ,ラブリリック  ,ワイルドラッシュ  Wild Rush(米)  ,-2.5429720087224257,14
2,2,3,トリリオンボーイ,牡3,56.0,吉田隼,武井,482(+4),美浦,2022102493,01095,マクフィ  Makfi(英)  ,フィメールモナーク  ,ルーラーシップ  ,0.44246761504415155,1
3,2,4,トモジャミ,牝5,53.0,▲小林美,鈴木伸,530(+12),美浦,2020105246,01206,ヘニーヒューズ  Henny Hughes(米)  ,ヤマノローラ  ,スペシャルウィーク  ,-1.1921199154447624,10
4,3,5,ルークススペイ,牡3,56.0,三浦,伊藤圭,484(+6),美浦,2022101543,01122,ベストウォーリア  ,メリーウェザー  ,メジロベイリー  ,-0.6804586090980399,8
5,3,6,アグラード,牡4,58.0,津村,高柳瑞,462(-6),美浦,2021105429,01092,ニューイヤーズデイ  ,ヴィータアレグリア  ,ネオユニヴァース  ,-1.3497643696789052,11
6,4,7,ジューンポンポン,牝6,56.0,岩田康,和田勇,500(+10),美浦,2019102552,05203,マクフィ  Makfi(英)  ,オールオールオール  ,アグネスタキオン  ,-2.7783546419506315,15
7,4,8,ベルブリエ,牝4,56.0,石橋脩,尾関,470(+8),美浦,2021106639,01077,キズナ  ,ナギット  ,Smart Strike  (加)  ,-0.1960257169482621,5
8,5,9,メラーキ,牡8,58.0,松岡,稲垣,488(+2),美浦,2017105634,01085,ハーツクライ  ,レツィーナ  ,キャプテンスティーヴ  Captain Steve(米)  ,-2.783816259990254,16
9,5,10,フクチャントウメイ,牡4,58.0,佐々木,加藤征,538(-6),美浦,2021105086,01197,ストロングリターン  ,スタートアップ  ,ハービンジャー  Harbinger(英)  ,0.15712427127377895,2
10,6,11,シホノペルフェット,牡3,56.0,松山,寺島,510(+4),栗東,2022104627,01126,マジェスティックウォリアー  Majestic Warrior(米)  ,アンソロジー  ,サクラバクシンオー  ,-0.3662444754040362,6
11,6,12,モナコブル,牡4,58.0,丹内,岩戸,464(-2),美浦,2021109096,01091,ニューイヤーズデイ  ,メイチャリティ  ,ネオユニヴァース  ,-1.5912255758254934,12
12,7,13,ホウオウプレミア,牡6,58.0,横山和,奥村武,488(+4),美浦,2019105041,01140,ロードカナロア  ,アドマイヤテンバ  ,クロフネ  ,-0.07484088788420003,4
13,7,14,カネショウレジェン,牡3,56.0,横山琉,稲垣,490(+2),美浦,2022102790,01192,ダノンレジェンド  ,マスターコーク  ,フレンチデピュティ  French Deputy(米)  ,-0.5332950976668422,7
14,8,15,セイウンマカロン,牝4,54.0,△長浜,千葉,448(+2),美浦,2021107080,01214,ホッコータルマエ  ,ニシノオマージュ  ,ストリートセンス  Street Sense(米)  ,-0.07080316112763639,3
15,8,16,クインズデネブ,牝4,56.0,菅原明,小島,438(+8),美浦,2021106328,01179,カレンブラックヒル  ,ママキジャ  ,ストラヴィンスキー  ,-1.8174928320445598,13
