,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アーチーテソーロ,牡3,56.0,木幡巧,牧,486(+1),美浦,2022105628,01162,フィエールマン  ,カーヴィシャス  ,シンボリクリスエス  ,-0.6362025994654881,11
1,1,2,ジェイエルマスター,牡3,56.0,横山和,小西,488(+20),美浦,2022101818,01140,デクラレーションオブウォー  ,ホウライアキコ  ,ヨハネスブルグ  Johannesburg(米)  ,-0.7054392706771421,12
2,2,3,ヒロピアーナ,牡5,58.0,丸田,石栗,538(-7),美浦,2020105914,01117,リアルインパクト  ,ハルノアシオト  ,エンパイアメーカー  Empire Maker(米)  ,-2.802577551633917,16
3,2,4,マリンバンカー,牡4,58.0,岩部,南田,490(-4),美浦,2021103129,00726,エスケンデレヤ  ,ゲッカビジン  ,ヨハネスブルグ  Johannesburg(米)  ,-0.47345521504512916,10
4,3,5,スパークインザアイ,セ8,58.0,武藤,小島,492(+8),美浦,2017105392,01169,ルーラーシップ  ,スパークオンアイス  ,シンボリクリスエス  ,-0.257542523528621,8
5,3,6,ユニヴェール,セ4,58.0,菅原明,高木,470(+2),美浦,2021103044,01179,カリフォルニアクローム  California Chrome(米)  ,デヴェロッペ  ,ボストンハーバー  Boston Harbor(米)  ,-1.653836675806108,14
6,4,7,ファンタイムギフト,牡3,56.0,丹内,相沢,500(+2),美浦,2022102378,01091,ドレフォン  Drefong(米)  ,トウカイシェーン  ,ダイワメジャー  ,0.05626553815432665,7
7,4,8,ソニックライン,セ4,58.0,荻野極,浅利,490(+6),美浦,2021105871,01160,リアルインパクト  ,ルミナスパレード  ,シンボリクリスエス  ,0.10329435595042752,5
8,5,9,リーゼントジェイド,セ4,58.0,松岡,矢嶋,486(-6),美浦,2021104285,01085,シャンハイボビー  Shanghai Bobby(米)  ,アルコセニョーラ  ,ステイゴールド  ,-2.59807548785248,15
9,5,10,ブラーブデシジョン,牡3,56.0,石橋脩,牧,470(+2),美浦,2022103763,01077,マクフィ  Makfi(英)  ,ナタリー  ,ディープインパクト  ,1.0834125796457879,1
10,6,11,クニノハッピー,牡3,56.0,横山琉,田中剛,476(+8),美浦,2022105990,01192,ヘニーヒューズ  Henny Hughes(米)  ,ルミナスハッピー  ,アグネスタキオン  ,0.05912067033765769,6
11,6,12,ヴォンフレ,牝3,54.0,横山典,村田,484(+16),美浦,2022101227,00660,ブラックタイド  ,ショウリノウタゲ  ,プリサイスエンド  Precise End(米)  ,-0.4726758247928428,9
12,7,13,エドワードバローズ,牡3,56.0,岩田康,奥村武,484(+10),美浦,2022105962,05203,ナダル  Nadal(米)  ,サンドラバローズ  ,ディープインパクト  ,0.1505596972360628,4
13,7,14,レッドルイナール,セ3,55.0,☆吉村,加藤征,478(0),美浦,2022101438,01216,ブリックスアンドモルタル  Bricks and Mortar(米)  ,ハッピーグラス  ,ディープインパクト  ,-0.8555410338629009,13
14,8,15,ロードソルスティス,牡3,56.0,佐々木,斎藤誠,496(-24),美浦,2022100650,01197,サートゥルナーリア  ,ブリュネット  ,ダイワメジャー  ,0.5226433388391228,2
15,8,16,ロジリッキー,牡3,53.0,▲小林美,国枝,488(0),美浦,2022106132,01206,コパノリッキー  ,ロジシルキー  ,ロジユニヴァース  ,0.4006893906421398,3
