,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,メイショウリリー,牝5,56.0,藤懸,高橋忠,434(-6),栗東,2021103209,1138,ゴールドシップ,メイショウタラチネ,メイショウボーラー,1.0107063034715924,2,0.0137067538235786,15,,15,43.4,41.1,42.7,14
1,2,2,ブルーペクトライト,牝6,53.0,▲川端,宮地,496(+2),栗東,2020103556,1195,サトノダイヤモンド,ピースエンブレム,ウォーエンブレム,-0.8661250013098486,14,-0.0326274846284125,10,,10,44.1,44.9,44.8,9
2,2,3,ウィンターダフネ,牝6,56.0,国分優,国枝,480(+8),美浦,2020103246,1125,ブラックタイド,ウィンターコスモス,キングカメハメハ,-0.6288474790117031,12,-0.0267697001437594,12,,2,43.5,59.7,43.0,13
3,3,4,ウエヲムイテゴラン,牝5,56.0,藤岡佑,萩原,456(-6),美浦,2021103226,1093,Justify,オールインファン,Tapit,-0.0793270749707806,8,-0.0132034252365793,2,,8,62.1,47.9,56.5,3
4,3,5,エルフストラック,牝5,56.0,浜中,中村,492(+4),栗東,2021105616,1115,カリフォルニアクローム,スペルオンミー,ダイワメジャー,-0.6267789956386361,11,-0.0267186344983828,6,,6,49.0,48.9,46.9,7
5,4,6,プリンセッサ,牝4,55.0,川又,牧田,510(+6),栗東,2022102138,1166,ナダル,アンドリエッテ,ディープインパクト,-0.2575075490093809,9,-0.0176022524250221,9,,14,46.3,41.3,44.7,10
6,4,7,ヴァンアグレアブル,牝4,55.0,幸,橋口,520(0),栗東,2022105058,732,ルヴァンスレーヴ,マトリョーシカ,クロフネ,0.4515282846068796,6,-9.794327262987838e-05,7,,9,48.3,45.1,46.8,8
7,5,8,サンキャメロン,牝5,56.0,吉田豊,上原博,460(-8),美浦,2021107262,733,アニマルキングダム,カグラヤルージュ,ヨハネスブルグ,0.8241826172017843,3,0.009101953736031,14,,4,43.5,53.3,42.6,15
8,5,9,クインズショコラ,牝4,52.0,▲田山,新谷,500(-4),栗東,2022100159,1220,Tiz the Law,アーチョコレート,Candy Ride,0.4404838245376606,7,-0.0003706031782468,8,,13,46.3,43.1,43.8,11
9,6,10,レイバックスピン,牝4,55.0,西村淳,牧浦,478(-10),栗東,2022104432,1171,リアルスティール,センショウレイナ,ハービンジャー,0.5800540863536666,5,0.0030750351033155,1,,7,80.9,48.7,61.3,2
10,6,11,コンアフェット,牝4,55.0,岩田望,斎藤誠,478(0),美浦,2022105787,1174,ルーラーシップ,コンダクトレス,ホワイトマズル,-1.8653595528714255,15,-0.0572960693134458,3,,3,55.2,57.2,53.7,4
11,7,12,マハナ,牝5,56.0,坂井,井上,446(-12),栗東,2021106618,1163,ハービンジャー,エレーデ,ディープインパクト,-0.3068047962293985,10,-0.0188192773126079,11,,12,44.0,43.8,43.1,12
12,7,13,カロローザ,牝4,55.0,荻野極,松永幹,466(-2),栗東,2022105772,1160,ナダル,エスティタート,ドリームジャーニー,0.6443970563675293,4,0.0046635009967266,4,,11,50.8,44.5,51.6,5
13,8,14,ユウェンタース,牝4,55.0,高杉,宮,476(0),栗東,2022103515,1213,マインドユアビスケッツ,シグルーン,アイルハヴアナザー,-0.7041753532238114,13,-0.028629355658314,5,,5,49.1,50.2,48.5,6
14,8,15,ラヴァブル,牝4,55.0,吉村,松下,496(-2),栗東,2022104687,1216,ジャスタウェイ,エピックラヴ,Dansili,1.3297177587915696,1,0.021582343282288,13,,1,43.5,80.3,79.9,1
