,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,フォーエバーラブ,牡3,54.0,▲上里,金成,450(-6),美浦,2023102941,1217,ミスターメロディ,プレシャスメイト,ステイゴールド,-1.7630755329983663,15,-1.2699451883019481,15,,
1,2,2,オーシャンドリーム,牝3,52.0,▲石神道,伊藤伸,488(-10),美浦,2023106154,1209,サトノダイヤモンド,トゥエルブナインズ,ハービンジャー,-1.7241378108232586,14,-1.2489231163306365,14,,
2,2,3,オダイ,牝3,55.0,野中,根本,416(-4),美浦,2023100892,1158,フォーウィールドライブ,ナリタアルテミス,ネオユニヴァース,-1.0399090834195208,9,-0.8795151297094828,9,,
3,3,4,ファーストシーン,牝3,55.0,杉原,大和田,446(0),美浦,2023100624,1135,オルフェーヴル,ファストーゾ,ロードカナロア,-1.3048560605059243,12,-1.0225572520977433,12,,
4,3,5,アマビエ,牝3,52.0,▲遠藤,南田,376(-10),美浦,2023103060,1218,ビーチパトロール,アルコセニョーラ,ステイゴールド,-1.0918017998488008,10,-0.9075314685866598,10,,
5,4,6,アーティキュレート,牡3,57.0,岩田康,手塚久,490(+2),美浦,2023106860,5203,サートゥルナーリア,アーキテクチャー,Zoffany,0.9000219349968054,3,0.16783348778614784,3,,
6,4,7,ブレイシオン,牝3,55.0,小林脩,青木,462(-6),美浦,2023101280,1183,セイウンコウセイ,メイショウオスカル,フジキセキ,-0.2906279758667679,7,-0.4749860383856001,7,,
7,5,8,スターゲイザー,牡3,55.0,△長浜,根本,538(-8),美浦,2023102911,1214,シュヴァルグラン,ジューンブライド,アフリート,-1.6308496010798144,13,-1.1985577803594631,13,,
8,5,9,パラダイスフェイス,牡3,57.0,松山,牧,506(+6),美浦,2023104103,1126,エスポワールシチー,ステージトリック,Distorted Humor,1.0393899447694654,1,0.24307682941675599,1,,
9,6,10,ヴァルク,牡3,57.0,丸田,武市,478(+2),美浦,2023101693,1117,パドトロワ,ケンブリッジデイズ,クロフネ,-0.3482457719367559,8,-0.5060932883260185,8,,
10,6,11,サウジバラード,牡3,57.0,鮫島駿,加藤征,464(-4),美浦,2023103519,1157,ジャスタウェイ,フィジオクラート,Doctor Dino,0.9350942039725826,2,0.18676864170425073,2,,
11,7,12,ジェイエルグリーン,牝3,55.0,横山和,小西,450(-8),美浦,2023106314,1140,アニマルキングダム,ジェイエルマリーン,バゴ,0.44329477221373814,6,-0.07874876589834298,6,,
12,7,13,ドゥーニ,牡3,57.0,津村,矢嶋,488(-14),美浦,2023105662,1092,マテラスカイ,ヴィブラビ,ネオユニヴァース,-1.1668199810337083,11,-0.9480330058089426,11,,
13,8,14,マンモスホームラン,牡3,57.0,大野,新開,538(0),美浦,2023100045,1096,ホッコータルマエ,マリアベール,サクラバクシンオー,0.6825170932491044,4,0.05040488174786251,4,,
14,8,15,スカイレックス,牡3,57.0,菅原明,斎藤誠,488(-4),美浦,2023106646,1179,ヴァンゴッホ,スカイキューティー,スペシャルウィーク,0.5789987026309332,5,-0.0054836226731984974,5,,
