,0,1,2,3
202203010302,単勝,6,480,2
202203010302,複勝,6,150,2
202203010302,複勝,1,130,1
202203010302,複勝,8,170,4
202203010302,枠連,1-3,430,1
202203010302,馬連,1-6,870,1
202203010302,ワイド,1-6,360,1
202203010302,ワイド,6-8,580,5
202203010302,ワイド,1-8,430,4
202203010302,馬単,6→1,1690,2
202203010302,三連複,1-6-8,1630,2
202203010302,三連単,6→1→8,7200,3
