,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ドンエレクトス,牡2,55.0,横山武,高木,美浦,2023101269,1170,ダノンレジェンド  ,ドナプリモ  ,フリオーソ  ,-2.083395658533863,14,-0.8479213954235639,14,,
1,1,2,テイエムパイロダン,牡2,55.0,酒井,宮地,栗東,2023102610,1034,パイロ  Pyro(米)  ,プリモダヴィンチ  ,ゴールドアリュール  ,-2.8141882388873465,16,-1.0798012315935257,16,,
2,2,3,ウイッチボニータ,牝2,55.0,菱田,石坂,栗東,2023106638,1144,イスラボニータ  ,ウイッチクイーン  ,キングヘイロー  ,-1.1588548334975841,10,-0.5545654134318516,10,,
3,2,4,リアライズブルーム,牝2,55.0,団野,須貝,栗東,2023105284,1180,ルヴァンスレーヴ  ,クレイドル  ,クロフネ  ,0.1901200396942231,5,-0.1265368852251065,5,,
4,3,5,サヨノパララックス,牡2,55.0,田口,羽月,栗東,2023105140,1208,ミッキーアイル  ,ナリタアマリリス  ,ハーツクライ  ,-0.8877162337131242,9,-0.46853337672594736,9,,
5,3,6,トワイライトビュー,牡2,52.0,▲田山,佐々木,栗東,2023105474,1220,アジアエクスプレス  ,アーベントロート  ,フジキセキ  ,-1.980133779639216,13,-0.8151564930361981,13,,
6,4,7,ミヤラティーニ,牝2,55.0,秋山稔,東田,栗東,2023103862,1181,ルヴァンスレーヴ  ,ファニーフラッシュ  ,ゴールドアリュール  ,-2.2621228836009686,15,-0.9046313850729202,15,,
7,4,8,リオクリスハーレー,牝2,55.0,松山,矢野,美浦,2023103103,1126,タニノフランケル  ,ラブミーグリーン  ,シニスターミニスター  Sinister Minister(米)  ,-0.13808912460359335,6,-0.23067736132305178,6,,
8,5,9,キーンセンス,牡2,55.0,坂井,松永幹,栗東,2023110036,1163,Munnings  ,Canny  ,Big Brown  (米)  ,0.2507422664041785,3,-0.10730150657503407,3,,
9,5,10,テセラグラディウス,牝2,54.0,☆吉村,高橋一,栗東,2023104102,1216,ニューイヤーズデイ  ,シャワーブーケ  ,ゴールドアリュール  ,-1.286971552259062,11,-0.5952167344163571,11,,
10,6,11,シュネードリーム,牝2,54.0,☆西塚,緒方,栗東,2023102831,1200,ゴールドドリーム  ,フロイデシューネル  ,ワイルドラッシュ  Wild Rush(米)  ,0.20092208685774898,4,-0.12310940526168511,4,,
11,6,12,パドゼフィール,牝2,55.0,川田,新谷,栗東,2023103699,1088,ルヴァンスレーヴ  ,ソロダンサー  ,ゴールドアリュール  ,-1.4378537136066634,12,-0.6430915100980268,12,,
12,7,13,レーヴドクロンヌ,牡2,55.0,国分優,加藤士,美浦,2023103589,1125,リーチザクラウン  ,リュポメルー  Rue Pomereu(愛)  ,Dubawi  ,0.7523992559498107,1,0.051873810302282206,1,,
13,7,14,マイベスティー,牡2,55.0,藤懸,高橋亮,栗東,2023103250,1138,イスラボニータ  ,ゲットザピクチャー  ,エイシンフラッシュ  ,0.29226400802787,2,-0.09412669486507394,2,,
14,8,15,エブリデイ,牡2,54.0,☆高杉,北出,栗東,2023102902,1213,フォーウィールドライブ  Four Wheel Drive(米)  ,コハルビヨリ  ,マンハッタンカフェ  ,-0.2954212209236994,7,-0.2805986956383734,7,,
15,8,16,アロハマウロア,牝2,55.0,菅原明,藤野,栗東,2023100537,1179,エスポワールシチー  ,ジャンニーナ  ,ロードカナロア  ,-0.5090978160652389,8,-0.34839808934706357,8,,
