,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アスクアイルビゼア,牡4,58.0,吉村,矢作,栗東,2021102154,1216,キズナ  ,キョウエイカルラ  ,アフリート  Afleet(加)  ,-1.282964098923237,16,-0.5939451730349863,16,,
1,1,2,アルタビスタ,牝5,56.0,泉谷,松永幹,栗東,2020103579,1182,ロードカナロア  ,ブエナビスタ  ,スペシャルウィーク  ,-0.9777710832073561,14,-0.4971077004238323,14,,
2,2,3,アイファーバトル,牡4,58.0,藤懸,根本,美浦,2021101023,1138,バトルプラン  Battle Plan(米)  ,エアリーチューン  ,ステイゴールド  ,-0.08688266627456606,9,-0.21442959761089764,9,,
3,2,4,スズカコーズ,牡5,58.0,川田,伊藤圭,美浦,2020101035,1088,スズカコーズウェイ  ,アイシースズカ  ,サンデーサイレンス  Sunday Silence(米)  ,0.3339283075871386,5,-0.08090664964886998,5,,
4,3,5,ノヴァエクスプレス,牡4,58.0,坂井,鈴木慎,美浦,2021105509,1163,アジアエクスプレス  ,グリューネヴォッヘ  ,スペシャルウィーク  ,-0.029061158745688244,7,-0.19608288466751891,7,,
5,3,6,シュバルツガイスト,牡5,58.0,西塚,国枝,美浦,2020103575,1200,キタサンブラック  ,フリーティングスピリット  Fleeting Spirit(愛)  ,Invincible Spirit  (愛)  ,-1.256116839717419,15,-0.5854265615525786,15,,
6,4,7,エブリモーメント,牡4,58.0,国分恭,牧田,栗東,2021104649,1124,ベストウォーリア  ,ピュアアモーレ  ,マツリダゴッホ  ,-0.7013930523832843,11,-0.4094131969062079,11,,
7,4,8,マイティマイティー,牡4,58.0,菅原明,佐々木,栗東,2021103708,1179,ニューイヤーズデイ  ,アップトゥユー  ,サウスヴィグラス  ,0.4488976300309078,3,-0.044426985829708415,3,,
8,5,9,プレイテシア,牝6,56.0,松若,羽月,栗東,2019102491,1154,ドレフォン  Drefong(米)  ,プリオバーン  Priomhbhean(愛)  ,Galileo  (愛)  ,-0.05313649364330623,8,-0.20372196703080225,8,,
9,5,10,タイセイレスポンス,セ4,58.0,菱田,安田,栗東,2021105646,1144,ミッキーアイル  ,チャイマックス  ,Congrats  (米)  ,0.9070321886734584,1,0.1009387024076406,1,,
10,6,11,クールブロン,牡5,58.0,亀田,井上,栗東,2020102724,1176,ドレフォン  Drefong(米)  ,リリカルホワイト  ,ダイワメジャー  ,-0.7777641660249608,12,-0.4336456833810756,12,,
11,6,12,シャープソーン,牝5,56.0,酒井,西園正,栗東,2020101853,1034,ファインニードル  ,ローズストリート  ,ストリートセンス  Street Sense(米)  ,-0.48602200050218347,10,-0.3410761535801988,10,,
12,7,13,ジョヴィアン,牡5,58.0,バデル,奥村豊,栗東,2020110127,5644,Justify  (米)  ,Runway Doll  ,マジェスティックウォリアー  Majestic Warrior(米)  ,0.1964203436411869,6,-0.12453780438285672,6,,
13,7,14,ヴェロクオーレ,牝4,56.0,高杉,石坂,栗東,2021101397,1213,ドゥラメンテ  ,サトノジョリー  ,Bernardini  (米)  ,0.8675166205757558,2,0.08840044777425866,2,,
14,8,15,タイガースパーク,牡5,58.0,田口,大橋,栗東,2020104561,1208,リオンディーズ  ,アビイロード  ,ストリートセンス  Street Sense(米)  ,0.41673722373677974,4,-0.05463145416056464,4,,
15,8,16,ミッドナイトラスタ,牝4,56.0,田山,加藤征,美浦,2021110041,1220,Night of Thunder  (愛)  ,Last Pearl  ,Sepoy  ,-0.7918031690415076,13,-0.4381002465594427,13,,
