,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,セレジェイラ,牝3,52.0,☆吉村,西村,栗東,2022105774,1216,ナダル  Nadal(米)  ,カイカヨソウ  ,ティンバーカントリー  Timber Country(米)  ,1.2090821164763645,1,0.19677887601778957,1,,
1,1,2,ステアハート,牝3,53.0,松山,新谷,栗東,2022105385,1126,Gun Runner  (米)  ,スピーチ  Speech(米)  ,Mr Speaker  ,0.7376741258239162,2,0.04720153960199374,2,,
2,2,3,ミッシオーネ,牝3,50.0,▲田山,西園正,栗東,2022106767,1220,ルヴァンスレーヴ  ,ヴォカツィオーネ  ,カジノドライヴ  ,0.7118884087373993,3,0.03901975449047224,3,,
3,2,4,ワンダーイロネ,牝3,50.0,★河原田,渡辺,栗東,2022100200,1204,カリフォルニアクローム  California Chrome(米)  ,ホッコーユニバース  ,アグネスタキオン  ,-1.2416243265899438,13,-0.5808281000191233,13,,
4,3,5,リトルスカーレット,牝3,53.0,横山武,小林,栗東,2022104779,1170,キズナ  ,コーラルプリンセス  ,クロフネ  ,-3.283166237769431,16,-1.2286075337805205,16,,
5,3,6,エコロカレン,牝4,56.0,菱田,秋山,栗東,2021103484,1144,ロージズインメイ  Roses in May(米)  ,エレガンテココ  ,ブラックホーク  ,0.3505785226390404,5,-0.07562355121270069,5,,
6,4,7,エイプリルインパリ,牝3,53.0,バデル,高橋忠,栗東,2022105381,5644,リオンディーズ  ,スノーエンジェル  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,0.6073811696580694,4,0.0058597004234639295,4,,
7,4,8,アンリーベイビー,牝4,55.0,☆高杉,茶木,栗東,2021103723,1213,ロードカナロア  ,サンビスタ  ,スズカマンボ  ,-2.058278956132032,15,-0.8399518880768292,15,,
8,5,9,ヴァカンツァ,牝3,53.0,角田和,高橋亮,栗東,2022100416,1186,ルヴァンスレーヴ  ,ナショナルホリデー  ,ダンスインザダーク  ,-0.16059501155590725,8,-0.23781845924831801,8,,
9,5,10,アイスリンディ,牝4,56.0,亀田,高柳大,栗東,2021103575,1176,カリフォルニアクローム  California Chrome(米)  ,アイスメアー  ,サウスヴィグラス  ,-1.9492268648431337,14,-0.8053497564434865,14,,
10,6,11,ロンシャンクイーン,牝5,56.0,坂井,野中,栗東,2020103274,1163,ミッキーアイル  ,エノラ  Enora(独)  ,Noverre  (米)  ,-0.1516811244402146,7,-0.23499009078975408,7,,
11,6,12,パルメリータ,牝5,54.0,◇永島,西園正,栗東,2020102642,1187,スクリーンヒーロー  ,カニョット  Cagnotte(亜)  ,Sunray Spirit  ,-0.23319007723802446,9,-0.26085280906201574,9,,
12,7,13,ラピダリア,牝4,55.0,☆西塚,吉田,栗東,2021100652,1200,マジェスティックウォリアー  Majestic Warrior(米)  ,ベルクリア  ,ヴァーミリアン  ,-1.1798530914549228,12,-0.5612281420170914,12,,
13,7,14,カネトシフラム,牝5,56.0,田口,大橋,栗東,2020100716,1208,パイロ  Pyro(米)  ,カネトシビバーチェ  ,キングカメハメハ  ,0.028208566780327626,6,-0.17791125166318839,6,,
14,8,15,テリオスソラ,牝4,56.0,松若,松下,栗東,2021104037,1154,リオンディーズ  ,クリムゾンブーケ  ,クロフネ  ,-0.25439503422109816,10,-0.26758112306439363,10,,
15,8,16,アンナバローズ,牝4,56.0,菅原明,辻野,栗東,2021103291,1179,ロジャーバローズ  ,ロック  Rocques(仏)  ,Lawman  ,-0.7955671082690194,11,-0.43929454113069705,11,,
