,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ワンダーデリエール,牝3,54.0,☆田山,小崎,472(0),7.3,4,栗東,2023100446,01220,ダノンプレミアム,エイトディズアパート,Forest Wildcat,0.8793578760363608,3,-1.2332468984991496,7,0.18459823674411072,1,0.30888004432480587,2,0.17250579612262182,0.10910449860154807
1,2,2,リアライズアリス,牝3,55.0,松若,杉山晴,444(-4),10.6,6,栗東,2023101295,01154,エピファネイア,デアリングバード,キングカメハメハ,-0.29224975593185254,7,-0.5023577387150561,2,-0.3428392467521342,9,-1.251209616086646,8,0.03624644024012554,0.07513800375389633
2,3,3,サンスベリア,牝3,55.0,中井,牧田,478(+24),339.6,12,栗東,2023103242,01141,サートゥルナーリア,タンギモウジア,ハーツクライ,-0.8967798687896434,12,-1.0425384805893416,6,-0.08346222024849137,6,-1.7872934914125214,12,0.02120543042248064,0.002345296936959072
3,4,4,コスモフィレンツェ,牡3,57.0,幸,北出,476(-6),3.8,2,栗東,2023107094,00732,コントレイル,タムニア,Nathaniel,1.1064900576089838,2,-1.42773450724417,9,-0.0633192362472918,5,-0.18744357166095396,3,0.10501542253235117,0.20959548415560553
4,4,5,クランズクラウン,牝3,55.0,泉谷,杉山晴,506(-2),11.2,7,栗東,2023107197,01182,アドマイヤマーズ,ブルークランズ,ルーラーシップ,0.12803613438811018,6,-0.9282400044895411,5,-0.1292461302456787,7,-0.223108119840093,4,0.10133609568874637,0.07111275355279473
5,5,6,パンキー,牡3,57.0,西村淳,茶木,434(-4),9.3,5,栗東,2023102310,01171,ウインブライト,カルトマリーヌ,クロフネ,0.19835241984656532,5,-0.9111192233360799,4,0.0753603492900645,4,-0.2665912311823292,5,0.09702411551012789,0.08564116556895708
6,5,7,スリーキズナヒメ,牝3,53.0,◇永島,橋田,416(+12),135.5,10,栗東,2023106210,01187,キズナ,True Self,Oscar,-0.781239276157482,9,-1.2966092799264852,8,-0.5678848637431295,12,-1.3017527452938982,9,0.03445995919591358,0.005877954537205173
7,6,8,ゴールデンテティス,牝3,55.0,加藤,庄野,456(-4),7.1,3,栗東,2023101097,01156,リアルスティール,リオンジャック,リオンディーズ,0.2081511319036736,4,-0.3468418230692596,1,0.09854880467069607,3,-0.5661202126307964,7,0.07191109609996375,0.11217786475933818
8,6,9,ウインリーブル,牝3,55.0,国分優,緒方,488(0),107.5,9,栗東,2023105872,01125,ゴールドシップ,ウインリバティ,ダンスインザダーク,-0.924089253240083,13,-1.9897283714468252,11,-0.4501144267951105,10,-2.342254765363536,13,0.012173920831003056,0.0074089566492214045
9,7,10,ビクスバイト,牝3,55.0,川田,佐藤悠,458(-4),2.7,1,栗東,2023106949,01088,サトノダイヤモンド,カリスペル,Singspiel,2.4441031122940937,1,-0.5316113190877078,3,0.1626987826176758,2,0.5242844196473737,1,0.2139698702617868,0.2949862369597411
10,7,11,ラピス,牝3,55.0,団野,安田,436(-2),40.3,8,栗東,2023104405,01180,コントレイル,ファヴォーラ,Frankel,-0.3772826496280998,8,-2.4052138979090247,13,-0.30206837582229795,8,-0.46873579427156636,6,0.07926645283979743,0.019763345900528563
11,8,12,クラリノ,牝3,55.0,高倉,武英,420(+2),174.0,11,栗東,2023105119,01130,サトノクラウン,サンティエ,ステイゴールド,-0.8292031502304281,10,-1.5046104726452774,10,-0.4511822737941778,11,-1.481461976884442,10,0.028791747916542244,0.004577372642478741
12,8,13,プリティウーマン,牝3,55.0,富田,高橋一,430(+8),350.7,13,栗東,2023102808,01168,コントレイル,マルケサ,Kingmambo,-0.8636467781001984,11,-2.1702007178952227,12,-0.8133260874091283,13,-1.5798587129634818,11,0.026093652338539913,0.0022710659817259797
