,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,セイリュウ,牡2,55.0,木幡巧,高木,464(+6),5.9,4,美浦,2024102927,01162,スノードラゴン,コウセイオリーヴ,マーベラスサンデー,-0.06931965229071879,5,-0.020692875049207547,8,-0.0846870507263088,4,-1.185326989131359,8,0.039112315469001624,0.13480837463892645
1,2,2,コスモルトチェコ,牡2,55.0,丸田,石栗,434(-4),66.5,10,美浦,2024102436,01117,ノヴェリスト,リアユニヴァース,ネオユニヴァース,-0.7528168293284677,9,-0.014078279211518926,3,-0.3077646759509637,11,-0.419872400625675,5,0.08409036374807327,0.011960442261197987
2,3,3,エレガントステップ,牝2,55.0,柴田大,粕谷,434(0),113.8,11,美浦,2024102463,01009,フォーウィールドライブ,パシュート,キングヘイロー,-0.17767145825014224,6,-0.014078279211518926,3,-0.13321813091900872,10,0.188993524569765,2,0.1545871329574977,0.006989186382861742
3,4,4,フォーエバーブルー,牝2,53.0,◇今村,杉浦,434(+2),18.1,5,美浦,2024104566,01193,リアルスティール,シェーネフラウ,ゼンノロブロイ,-0.8909695224602997,10,-0.014078279211518926,3,-0.08925167357741981,7,-1.258069607978944,9,0.0363682002089922,0.043943061346390394
4,5,5,サザンキンレンカ,牝2,55.0,丸山,畠山,438(0),40.6,9,美浦,2024105501,01127,ルヴァンスレーヴ,カリフォルニアネクター,Stormy Atlantic,-1.1206005253909463,11,-0.020692875049207547,8,-0.045539389353651746,2,-1.3090865119032669,10,0.03455934075083996,0.019590379565755323
5,6,6,ブレイヴアーサー,牡2,55.0,三浦,奥平,502(+2),23.9,6,美浦,2024104690,01122,ビッグアーサー,シェリレーヌ,Mineshaft,-0.290820724034266,7,-0.020692875049207547,8,-0.12988782144427843,9,-0.1033052112044795,3,0.11540632581077566,0.033279054827182686
6,6,7,ドリームユー,牝2,55.0,杉原,西田,438(+4),28.7,7,美浦,2024102843,01135,ベンバトル,デイドリーマー,ネオユニヴァース,-0.6975723373677538,8,-0.014078279211518926,3,-0.08545964148909614,6,-0.5392015174098322,6,0.07463151437803411,0.02771321987350753
7,7,8,クールストラッチン,牝2,55.0,菊沢,田島,432(-8),4.7,2,美浦,2024103348,01161,サリオス,ジプシーマイラブ,Manduro,0.12010105973905977,4,-0.020692875049207547,8,-0.0854405285950139,5,-1.583199951808093,11,0.026273594629601153,0.16922753412120556
8,7,9,スペシャルサンクス,牝2,55.0,嶋田,矢嶋,398(-6),5.3,3,美浦,2024102846,01134,フィレンツェファイア,ファンファーレ,フレンチデピュティ,0.4915875641720905,3,-0.014078279211518926,3,-0.04730477852751649,3,-0.37722271633442367,4,0.08775437018871235,0.15006970006974835
9,8,10,エストレアボニータ,牝2,53.0,△石神道,武井,432(0),2.1,1,美浦,2024106882,01209,イスラボニータ,オリヒメ,マジェスティックウォリアー,2.318742947655676,1,-0.020692875049207547,8,-0.1070816345757229,8,-0.6434662212902044,7,0.06724200716614863,0.37874733827126955
10,8,11,エバーメテオ,牡2,52.0,▲上里,和田郎,442(+2),33.6,8,美浦,2024103170,01217,インディチャンプ,エバーローズ,ウインクリューガー,1.0693394775557679,2,-0.020692875049207547,8,-0.04390758046112715,1,0.7829353428706527,1,0.27997483469232337,0.023671708641954347
