,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ブリックンクリック,セ4,58.0,戸崎圭,中舘,460(-4),15.0,6,美浦,2022105300,05386,ブリックスアンドモルタル,クォリティシーズン,トワイニング,0.6225482245027298,4,-0.17150350254962754,6,0.18799327893591872,1,0.5553278579395737,1,0.16140287709883333,0.052305229127054695
1,2,2,グランルチャドール,牡5,58.0,石橋脩,上原佑,542(+32),35.5,7,美浦,2021102192,01077,シルバーステート,グランクリューピサ,ヴィクトワールピサ,-0.38751669832200825,7,-0.9760943881133111,14,-0.2797253659613784,10,-0.35441086390742493,8,0.06498554494619223,0.022100801039600576
2,2,3,トモジャシーマ,セ6,58.0,津村,鈴木伸,504(-12),8.5,5,美浦,2020106771,01092,シャンハイボビー,ステラーホープ,グラスワンダー,0.38242938270651955,5,-0.022211385302088923,4,0.08512137689834598,2,-0.014387066149348735,4,0.09130345758535613,0.09230334551833182
3,3,4,ホウオウルクソール,牡3,54.0,◇今村,栗田,480(0),6.5,3,美浦,2023104174,01193,ヘニーヒューズ,シンボリティアラ,スクリーンヒーロー,0.21905679613258558,6,-0.8833097812202829,13,-0.1651898169740957,7,-0.78090774966007,9,0.0424220372622905,0.12070437490858776
4,3,5,デルマエアロール,牝4,53.0,▲佐藤,大和田,462(+10),109.5,11,美浦,2022105535,01207,マインドユアビスケッツ,メープルリキュール,オルフェーヴル,-0.8492606156676117,13,-0.408446949639837,7,-0.22625656531108015,9,-1.4358520120318115,13,0.022037018791599743,0.007165099880418451
5,4,6,クラシオン,牡3,56.0,菊沢,菊沢,474(+4),8.2,4,美浦,2023104780,01161,モーニン,マージェリー,オルフェーヴル,0.96802629446955,3,0.12558033877836464,2,0.008025494597389243,5,0.5549192944920954,2,0.16133694725211276,0.09568029718363665
6,4,7,フィールマイプラン,牡3,56.0,荻野極,岩戸,450(+8),4.1,2,美浦,2023103860,01160,サトノクラウン,フィールザプリティ,ブラックタイド,1.4395265462822047,2,0.2572317657762494,1,-0.16720719460393169,8,0.2978476815520859,3,0.12476393167885412,0.1913605943672733
7,5,8,アカツキロットリー,牡6,58.0,木幡育,的場,478(-2),578.7,14,美浦,2020100081,01167,アイファーソング,アイファーイービス,ブラックタキシード,-0.9610522400394371,15,-0.984699805982897,15,-0.3362135848225621,12,-1.9015795493642247,15,0.01383215804372128,0.001355760215838639
8,5,9,グッドヴァイブス,牡5,58.0,原,高柳瑞,488(+2),140.2,12,美浦,2021101521,01184,シュヴァルグラン,インドリヤ,Stormy Atlantic,-0.8037611519908769,11,-0.7795311317454322,12,-0.32002938746686804,11,-1.1506539564008196,11,0.029309795197235186,0.00559613721045521
9,6,10,エアサロメ,牝3,54.0,三浦,大竹,470(+6),2.2,1,美浦,2023103341,01122,ドレフォン,エアハンコック,キングカメハメハ,2.4315873896178526,1,-0.5758453329280361,10,-0.36665962807373564,13,-0.09939440111383918,5,0.08386273226805778,0.3566265622299184
10,6,11,ノーブルミステリー,牝6,53.0,▲上里,菊川,462(+8),160.2,13,美浦,2020106429,01217,ディーマジェスティ,マウンテンミステリー,Mt. Livermore,-0.8630427386607078,14,-0.4249017631309778,8,-0.494791924523271,14,-1.4116485491851696,12,0.022576898076082506,0.004897493363956433
11,7,12,ガルディーノ,牡3,53.0,▲石田,新開,504(+16),46.0,8,美浦,2023105402,01203,ダイワメジャー,ドロミティ,Pure Prize,-0.817620372709276,12,-0.7744932942527668,11,0.015924933648108902,4,-1.74898114810141,14,0.016112487227011467,0.017056052976213487
12,7,13,キングクレオール,牡5,58.0,大野,和田雄,462(-4),46.6,9,美浦,2021100506,01096,マジェスティックウォリアー,ブルーピアス,ヘクタープロテクター,-0.42127567823173445,8,-0.15200949679110534,5,0.028720085205750007,3,-0.33865022430068126,6,0.06601787240132805,0.016836447143901725
13,8,14,アルマーレシチー,セ5,58.0,吉田豊,上原博,534(+2),49.0,10,美浦,2021100675,00733,ロジャーバローズ,アルポルト,ルーラーシップ,-0.43553848423676716,9,0.037145146032535645,3,-0.08192945492244924,6,-0.3533498970226202,7,0.06505452904582276,0.01601180483481266
14,8,15,ノースブルースカイ,牝3,54.0,松岡,堀内,--,-3.0,9999,美浦,2023105164,01085,ダノンレジェンド,レッドペルル,ディープインパクト,-0.5241066538530232,10,-0.4511968605331719,9,-0.8039838184236006,15,-0.9737502808090037,10,0.03498171312550209,
