,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ヒートオンビート,セ8,60.0,石神深,青木,美浦,2017104936,01059,キングカメハメハ ,マルセリーナ ,ディープインパクト 
1,2,2,ビップランバン,牡7,60.0,中村,清水久,栗東,2018105050,01101,エイシンフラッシュ ,シェリール ,サンデーサイレンス Sunday Silence(米) 
2,3,3,エンデュミオン,牡8,58.0,▲鷲頭,清水久,栗東,2017106153,01202,ヴィクトワールピサ ,ヒラボクビジン ,ブライアンズタイム Brian's Time(米) 
3,3,4,ニシノパプルブリリ,牝5,57.0,▲水沼,加藤和,美浦,2020105495,01201,ディープブリランテ ,ニシノクローバー ,アドマイヤオーラ 
4,4,5,エターナリー,牡8,60.0,金子,池上,美浦,2017105027,01052,ゴールドアリュール ,タマユラ ,Tamayuz 
5,4,6,トーセンオリジン,牡8,60.0,大江圭,和田雄,美浦,2017104415,01120,ディープインパクト ,トーセンブリリアン ,ホワイトマズル White Muzzle(英) 
6,5,7,ワールドスケール,牡8,61.0,黒岩,加藤公,栗東,2017106372,01072,ワールドエース ,アモーレヴォレ ,アグネスデジタル 
7,5,8,デシマルサーガ,牡5,57.0,▲土田,粕谷,美浦,2020100046,01198,バゴ Bago(仏) ,ラリエット ,メイショウボーラー 
8,6,9,シャンドゥレール,セ5,60.0,伴,国枝,美浦,2020103053,01149,エピファネイア ,マジェスティッククオリティ Majestic Quality(米) ,Quality Road 
9,6,10,ブルメンダール,牡7,61.0,上野,国枝,美浦,2018105236,01087,モーリス ,ブルーメンブラット ,アドマイヤベガ 
10,7,11,マイネルヴァッサー,牡12,63.0,小野寺,土田,美浦,2013101904,01123,ステイゴールド ,コスモスプラッシュ ,メジロブライト 
11,7,12,ロードトゥフェイム,セ7,61.0,小牧加,尾形,美浦,2018103563,01196,マツリダゴッホ ,ラドランファーマ ,ホワイトマズル White Muzzle(英) 
12,8,13,サルサロッサ,牝6,57.0,▲井上,高柳瑞,美浦,2019103100,01151,エスケンデレヤ ,ノバラ ,マンハッタンカフェ 
13,8,14,パトリック,牡9,61.0,森一,岡田,栗東,2016102133,01139,ワークフォース Workforce(英) ,シャムローグ ,ディープインパクト 
