,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,レッドファーロ,牡6,60.0,西谷誠,松永幹,栗東,2019104983,01005,ハーツクライ ,プラヤデシエルタ Playa Desierta(亜) ,Orpen 
1,2,2,リードアクトレス,牝4,57.0,小野寺,安達,栗東,2021102654,01123,マジェスティックウォリアー Majestic Warrior(米) ,ブラウンテヌート ,シンボリクリスエス 
2,3,3,カイトレッド,牝8,57.0,▲土田,和田雄,美浦,2017100641,01198,ゴールドヘイロー ,ニシノマドカ ,ジャングルポケット 
3,4,4,ユウトザキンパツ,牡4,59.0,黒岩,小崎,栗東,2021104597,01072,トゥザワールド ,サクラシンフォニー ,ワイルドラッシュ Wild Rush(米) 
4,5,5,バンクサイド,牡5,60.0,伴,竹内,美浦,2020106354,01149,デクラレーションオブウォー ,マリスレーン ,ストリートセンス Street Sense(米) 
5,5,6,トップスティール,牡6,60.0,石神深,深山,美浦,2019106387,01059,カレンブラックヒル ,モアスマイル ,ホワイトマズル White Muzzle(英) 
6,6,7,アニージョ,セ6,60.0,草野,畠山,美浦,2019103634,01113,ケープブランコ Cape Blanco(英) ,アニムス ,ゴールドアリュール 
7,6,8,ゲインサポート,セ4,59.0,森一,斉藤崇,栗東,2021104590,01139,デクラレーションオブウォー ,ローザミスティカ ,アグネスタキオン 
8,7,9,アルマーザアミール,牡4,59.0,小牧加,斉藤崇,栗東,2021105455,01196,サトノダイヤモンド ,オーサムフェザー Awesome Feather(米) ,Awesome of Course 
9,7,10,ゴットリープ,牡5,60.0,五十嵐,栗田,美浦,2020101319,01069,キンシャサノキセキ ,アンタークティカ ,コマンズ Commands(豪) 
10,8,11,トゥラッタッタ,牡4,59.0,上野,新開,美浦,2021102973,01087,デクラレーションオブウォー ,クイーンマザー ,ハーツクライ 
11,8,12,スズカハービン,牡5,60.0,難波,高橋忠,栗東,2020106654,01066,ハービンジャー Harbinger(英) ,スズカローラン ,サンデーサイレンス Sunday Silence(米) 
