,0,1,2,3
202209010203,単勝,13,130,1
202209010203,複勝,13,100,1
202209010203,複勝,14,130,2
202209010203,複勝,2,500,9
202209010203,枠連,8-8,310,1
202209010203,馬連,13-14,300,1
202209010203,ワイド,13-14,170,1
202209010203,ワイド,2-13,660,8
202209010203,ワイド,2-14,1720,19
202209010203,馬単,13→14,350,1
202209010203,三連複,2-13-14,1870,6
202209010203,三連単,13→14→2,3410,5
