,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ディープオーシャン,牡3,55.0,◇永島,藤岡,栗東,2022106916,1187,アジアエクスプレス  ,テイエムプリンセス  ,ネオユニヴァース  ,-0.6255197853215806,11,-0.3741480957282147,11,,
1,1,2,ロードプライズ,牡3,57.0,酒井,清水久,栗東,2022100652,1034,ロードカナロア  ,プレミアムギフト  ,オルフェーヴル  ,0.9033609877058004,5,0.02880619150285459,5,,
2,2,3,ドウジャスティ,牡3,57.0,角田和,池江,栗東,2022110149,1186,Justify  (米)  ,Misty For Me  ,Galileo  (愛)  ,1.9559422565889315,1,0.30622621171523556,1,,
3,2,4,エーデルワイス,牝3,55.0,川田,渡辺,栗東,2022100779,1088,ドレフォン  Drefong(米)  ,アイトマコト  ,ディープインパクト  ,1.3422029228506172,2,0.1444680811041151,2,,
4,3,5,エーピーポエティス,牝3,55.0,秋山稔,杉山佳,栗東,2022110155,1181,Honor A. P.  ,Poetic Kid  ,Shakespeare  ,0.34134877366202243,7,-0.11931865584984994,7,,
5,3,6,サラサハウナイス,牡3,57.0,国分優,岡田,栗東,2022102743,1125,マクフィ  Makfi(英)  ,フラワーファースト  ,ネオユニヴァース  ,-0.9297837816755484,14,-0.4543404063019929,14,,
6,4,7,ヤヌシサンダー,牡3,57.0,小沢,牧田,栗東,2022100591,1185,サンダースノー  Thunder Snow(愛)  ,アースファイヤー  ,クロフネ  ,-0.6459400706551834,12,-0.3795300991301959,12,,
7,4,8,ビモクシュウレイ,牡3,57.0,中井,坂口,栗東,2022103599,1141,トビーズコーナー  Toby's Corner(米)  ,チャームウィーク  ,スペシャルウィーク  ,-1.513534832648882,15,-0.6081947766461051,15,,
8,5,9,ラムセス,牡3,57.0,国分恭,清水久,栗東,2022104943,1124,エピファネイア  ,ハイヒール  ,トーセンホマレボシ  ,0.23186962509804923,8,-0.14817315716515303,8,,
9,5,10,ダンスデュヴァン,牡3,54.0,▲田山,武英,栗東,2022105841,1220,ルヴァンスレーヴ  ,フーラブライド  ,ゴールドアリュール  ,-1.513534832648882,15,-0.6081947766461051,15,,
10,6,11,クリノバーグマン,牡3,57.0,菱田,谷,栗東,2022102236,1144,マクフィ  Makfi(英)  ,クリノラホール  ,ダイワメジャー  ,-0.8288089447207563,13,-0.42772731509748796,13,,
11,6,12,スピントロニクス,牡3,56.0,☆高杉,池江,栗東,2022104658,1213,ドゥラメンテ  ,ウィープノーモア  Weep No More(米)  ,Mineshaft  (米)  ,0.4061555394386129,6,-0.10223807993316322,6,,
12,7,13,サントモナルカ,牡3,56.0,☆吉村,平田,栗東,2022105795,1216,イスラボニータ  ,サンヴァンサン  ,クロフネ  ,1.1132459811462811,3,0.08412381955101106,3,,
13,7,14,ラグナトーレ,牝3,51.0,★河原田,角田,栗東,2022106185,1204,オルフェーヴル  ,キョウワセロトーレ  ,キングカメハメハ  ,-0.5343881382358627,10,-0.35012929155233075,10,,
14,8,15,メイショウカジボウ,牡3,56.0,☆西塚,笹田,栗東,2022102554,1200,ホッコータルマエ  ,ロマンザ  ,ヴィクトワールピサ  ,0.982369705899993,4,0.04962985694927141,4,,
15,8,16,ショウリュウアサヒ,牡3,57.0,富田,四位,栗東,2022104256,1168,サトノアラジン  ,ローザレーヌ  ,マンハッタンカフェ  ,-0.0869331015125905,9,-0.23219731898016405,9,,
