,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ニネンエフグミ,牝3,54.0,☆吉村,茶木,栗東,2022102490,1216,フォーウィールドライブ  Four Wheel Drive(米)  ,オタカラハッケン  ,オペラハウス  Opera House(英)  ,-1.3844790965477578,14,-0.6261557915480834,14,,
1,1,2,コヒロ,牝3,51.0,★河原田,羽月,栗東,2022100087,1204,ルヴァンスレーヴ  ,アカカホール  ,ダイワメジャー  ,0.8868461886305384,3,0.094533702536658,3,,
2,2,3,イーブンベター,牝3,55.0,国分恭,牧浦,栗東,2022106540,1124,リアルスティール  ,サムシングジャスト  ,ヴィクトワールピサ  ,0.7277267525378954,4,0.04404524690021473,4,,
3,2,4,スイートサンライズ,牝3,55.0,菱田,石坂,栗東,2022102197,1144,コパノリッキー  ,サイモンドルチェ  ,ジャングルポケット  ,-2.176173868323038,15,-0.8773598389223338,15,,
4,3,5,テンリッチスマイル,牝3,55.0,亀田,高柳大,栗東,2022104810,1176,ナダル  Nadal(米)  ,シャレードスマイル  ,ステイゴールド  ,0.6514030024887876,6,0.019827788851169172,6,,
5,3,6,オルロジェール,牝3,55.0,井上,池江,栗東,2022105820,1151,ナダル  Nadal(米)  ,デルニエオール  ,ステイゴールド  ,0.32593404036097223,7,-0.08344322353390549,7,,
6,4,7,ジーナアクトレス,牝3,55.0,富田,高橋忠,栗東,2022104842,1168,ニューイヤーズデイ  ,ジーナアイリス  ,ゴールドアリュール  ,-0.6754727473685539,13,-0.4011887071646948,13,,
7,4,8,テーオーヴァルナイ,牝3,54.0,☆高杉,浜田,栗東,2022102210,1213,フォーウィールドライブ  Four Wheel Drive(米)  ,テーオーブロンド  ,ルーラーシップ  ,0.23465825350782163,8,-0.11240494957052645,8,,
8,5,9,ヨリナスウィート,牝3,55.0,川須,河嶋,栗東,2022102198,1128,シニスターミニスター  Sinister Minister(米)  ,サンチャゴボラーレ  ,ヴィクトワールピサ  ,1.4971890622484476,2,0.28819495382299193,2,,
9,5,10,スマートエレーヌ,牝3,55.0,小沢,寺島,栗東,2022103935,1185,パイロ  Pyro(米)  ,アンフィデルマール  ,エンパイアメーカー  Empire Maker(米)  ,-0.03524037044222455,9,-0.19804354304634275,9,,
10,6,11,タンタンドル,牝3,55.0,川田,坂口,栗東,2022105251,1088,イスラボニータ  ,エヴァディングタンペット  Evading Tempete(英)  ,Dubai Destination  ,-0.4307248897777137,12,-0.32353042949900995,12,,
11,6,12,トップレディー,牝3,55.0,秋山稔,北出,栗東,2022104408,1181,シャンハイボビー  Shanghai Bobby(米)  ,ブリリン  ,タイキシャトル  ,2.222702181528153,1,0.5183996216869737,1,,
12,7,13,カフジキームン,牝3,55.0,鮫島良,河嶋,栗東,2022103988,1099,ミッキーアイル  ,シェーネフラウ  ,ゼンノロブロイ  ,-3.5449074920466535,16,-1.3116578011099531,16,,
13,7,14,アイルフィレール,牝3,55.0,国分優,新谷,栗東,2022106859,1125,オルフェーヴル  ,マレキアーレ  ,Pioneerof the Nile  ,0.6712860568549424,5,0.026136664328192127,5,,
14,8,15,フクノフィアーノン,牝3,55.0,高倉,武英,栗東,2022101328,1130,デクラレーションオブウォー  ,フクノドリーム  ,ヨハネスブルグ  Johannesburg(米)  ,-0.10257603191514944,10,-0.2194090885793659,10,,
15,8,16,アフェシス,牝3,52.0,▲田山,斉藤崇,栗東,2022103736,1220,キズナ  ,エントロピア  Entropia(亜)  ,Mount Nelson  (英)  ,-0.3246871212490722,11,-0.28988473979816964,11,,
