,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ララマルシュドロワ,セ5,58.0,国分優,坂口,栗東,2020110116,1125,Collected  ,Draw It  ,Tapit  (米)  ,0.11583517762758949,5,-0.15010740592960983,5,,
1,2,2,ベイリークロア,牡3,55.0,酒井,大久保,栗東,2022104919,1034,エピファネイア  ,ディープジュエリー  ,ディープインパクト  ,-0.5758025076949881,9,-0.3695634287096943,9,,
2,3,3,ミルトライディーン,牡3,53.0,◇永島,中竹,栗東,2022103714,1187,エピファネイア  ,レジーナフォルテ  ,アルデバランII  Aldebaran(米)  ,1.1463704493882896,1,0.17688051979297095,1,,
3,3,4,ケイエイト,牡5,55.0,▲田山,羽月,栗東,2020103673,1220,ルーラーシップ  ,ラベンダーカラー  ,サクラバクシンオー  ,-1.4316396837402539,11,-0.6411198039448508,11,,
4,4,5,コトリノサエズリ,牝3,53.0,藤懸,小崎,栗東,2022106858,1138,パイロ  Pyro(米)  ,マイグランクロア  ,ゴールドアリュール  ,-2.8412586293063455,14,-1.0883906424115422,14,,
5,4,6,クリオシダード,牡3,54.0,☆吉村,清水久,栗東,2022106627,1216,サートゥルナーリア  ,オールスマイル  ,エンパイアメーカー  Empire Maker(米)  ,-0.424932760243171,7,-0.32169259194612276,7,,
6,5,7,ダイシンリンク,牡3,55.0,中井,森秀,栗東,2022106699,1141,モーニン  ,スルーレート  ,フレンチデピュティ  French Deputy(米)  ,-1.744355219034087,12,-0.740344165331582,12,,
7,5,8,レーティッシュ,牡3,55.0,川田,高橋一,栗東,2022110152,1088,American Pharoah  (米)  ,Bernina Star  ,Harlan's Holiday  ,0.49081657897081304,3,-0.031126140591377457,3,,
8,6,9,フェヴリエ,牡4,58.0,富田,新谷,栗東,2021110080,1168,Sea The Stars  Sea the Stars(愛)  ,アムールブリエ  ,Smart Strike  (加)  ,0.4298755967614061,4,-0.050462660078095155,4,,
9,6,10,ウォーターパラディ,牡3,55.0,菱田,岡田,栗東,2022103229,1144,ウォータービルド  ,トレースイスラ  ,サウスヴィグラス  ,-2.3923864434231015,13,-0.9459638968177189,13,,
10,7,11,スニーカースキル,牝3,53.0,小沢,杉山晴,栗東,2022105964,1185,キズナ  ,ストリートバンド  Street Band(米)  ,Istan  ,0.7517691883802043,2,0.05167389042249133,2,,
11,7,12,ゼットスパンキー,牡4,57.0,☆高杉,宮,栗東,2021107255,1213,ディスクリートキャット  Discreet Cat(米)  ,ゼットガガ  ,バゴ  Bago(仏)  ,-0.5824219922286679,10,-0.3716637852684005,10,,
12,8,13,アシャカブラン,牡4,58.0,秋山稔,大根田,栗東,2021105933,1181,エスポワールシチー  ,シルショコラティエ  ,カコイーシーズ  Cacoethes(米)  ,-0.5489652101716103,8,-0.3610479780602702,8,,
13,8,14,エコロスヴァル,セ3,54.0,☆西塚,森秀,栗東,2022110109,1200,Thousand Words  (米)  ,Refigure  ,Bodemeister  ,-0.38724987442263686,6,-0.3097358457702786,6,,
