,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,パールフロント,牝3,55.0,川又,寺島,栗東,2022102427,1166,デクラレーションオブウォー ,マーキークラブ ,クロフネ ,0.23772393232726885,6,-0.0023168062087688007,6,,
1,1,2,ココレカ,牝3,55.0,松若,小椋,栗東,2022104347,1154,リーチザクラウン ,スターフォーユー ,アグネスデジタル ,-0.3413579229895091,11,-0.021340338683372363,11,,
2,2,3,ハヤブサナンデヒメ,牝3,52.0,▲今村,小栗,栗東,2022100459,1193,モズアスコット ,サクセスセレーネ ,ディープインパクト ,-0.8723650592566733,14,-0.03878455906133377,14,,
3,2,4,タマモマサユメ,牝3,55.0,田口,大橋,栗東,2022107127,1208,ルヴァンスレーヴ ,チャームドリーム ,フレンチデピュティ French Deputy(米) ,0.4264395883121757,4,0.00388272910240256,4,,
4,3,5,エターナルプロミス,牝3,53.0,△吉村,茶木,栗東,2022104917,1216,ドレフォン Drefong(米) ,ディライトプロミス ,Lemon Drop Kid ,-0.5987088264694879,13,-0.029794624074583265,13,,
5,3,6,ドマーネ,牝3,55.0,幸,辻野,栗東,2022103271,732,ゴールドシップ ,ランドネ ,Blame ,-0.5901960855295545,12,-0.02951497033956834,12,,
6,4,7,ハクサンサクヤヒメ,牝3,52.0,▲橋木,高橋康,栗東,2022102925,1215,シルポート ,エタニティ ,ジャングルポケット ,0.13232651900911968,8,-0.005779237463673519,8,,
7,4,8,グラブビクトリー,牝3,55.0,佐々木,高橋忠,栗東,2022103064,1197,デクラレーションオブウォー ,レッドベルフィーユ ,アグネスタキオン ,-0.13524253211199455,10,-0.014569201242484911,10,,
8,5,9,ロワン,牝3,55.0,亀田,高柳大,栗東,2022101499,1176,シニスターミニスター Sinister Minister(米) ,ベイビーイッツユー ,ダイワメジャー ,0.6731434300098995,3,0.011987245762795543,3,,
9,5,10,ベルピルエット,牝3,55.0,角田和,四位,栗東,2022102726,1186,ヘニーヒューズ Henny Hughes(米) ,エルパンドール ,ネオユニヴァース ,-0.11032986755002774,9,-0.013750790375399072,9,,
10,6,11,チョウリニア,牝3,52.0,▲古川奈,羽月,栗東,2022100491,1190,ルーラーシップ ,サッチン ,エンパイアメーカー Empire Maker(米) ,1.6890705615509554,2,0.04536166874161576,2,,
11,6,12,スルーザナイト,牝3,55.0,北村友,西園翔,栗東,2022105053,1102,リアルインパクト ,マイティースルー ,クロフネ ,-1.7992626923677224,16,-0.06923425639207716,16,,
12,7,13,ガールズデイアウト,牝3,55.0,岩田望,吉村,栗東,2022101706,1174,ニューイヤーズデイ ,レディミドルトン Lady Middleton(米) ,Kingmambo (米) ,0.1931924406242164,7,-0.0037797190435909845,7,,
13,7,14,エスタトゥイル,牝3,54.0,☆高杉,石坂,栗東,2022100092,1213,エピファネイア ,スターズアラインド ,Sea The Stars Sea the Stars(愛) ,-1.3631438428852563,15,-0.05490722987632153,15,,
14,8,15,クインズマカロン,牝3,55.0,藤懸,小林,栗東,2022103940,1138,マインドユアビスケッツ Mind Your Biscuits(米) ,クインズカトレア ,エスポワールシチー ,2.1425344961363257,1,0.060258502076045335,1,,
15,8,16,スフレ,牝3,52.0,▲鷲頭,野中,栗東,2022104305,1202,ルヴァンスレーヴ ,ウィンクルム ,キズナ ,0.31617586119026425,5,0.000260433610987024,5,,
