,式別,馬番,配当,人気
0,単勝,13,190,1
1,複勝,13,110,1
2,複勝,8,230,5
3,複勝,10,150,2
4,枠連,4-7,600,2
5,馬連,8-13,770,3
6,ワイド,8-13,350,3
7,ワイド,10-13,210,1
8,ワイド,8-10,960,10
9,馬単,13→8,1170,4
10,3連複,8-10-13,1810,4
11,3連単,13→8→10,6160,9
