,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ターコイズテソーロ,牝2,55.0,吉田隼,畠山,440(0),美浦,2023106729,01095,フィエールマン  ,ヨークテソーロ  ,Kingman  (英)  ,-3.8193416509976488,17
1,1,2,ヴァールザーゲン,牝2,55.0,武藤,松山,412(0),美浦,2023106454,01169,サトノダイヤモンド  ,トゥールドマジ  ,スクリーンヒーロー  ,-2.9819324050460208,14
2,2,3,ウインカグヤヒメ,牝2,52.0,▲石神道,武市,436(0),美浦,2023105134,01209,サンダースノー  Thunder Snow(愛)  ,バトルカグヤ  ,アドマイヤムーン  ,-2.5012857669948088,10
3,2,4,チャンピオンホース,牡2,56.0,小林凌,尾形,466(0),美浦,2023100325,01177,ダノンスマッシュ  ,フュージョン  ,クロフネ  ,-3.9256578621570477,18
4,3,5,ポポラヴィスタ,牝2,55.0,江田照,鈴木慎,422(0),美浦,2023102737,00689,ダノンバラード  ,ポポラリタ  ,ダンカーク  Dunkirk(米)  ,2.3113588657455453,1
5,3,6,ヘルモソブレード,牝2,55.0,杉原,岩戸,452(0),美浦,2023104991,01135,ビッグアーサー  ,レッドミュール  ,ダイワメジャー  ,-1.7141586200893684,6
6,4,7,ナムラステラ,牝2,53.0,◇永島,荒川,454(0),栗東,2023106239,01187,ダノンプレミアム  ,ナムラテス  ,ダイワメジャー  ,-2.752458685064923,13
7,4,8,テラシエスタ,牡2,53.0,▲上里,黒岩,458(0),美浦,2023102548,01217,ジャスタウェイ  ,ラストサマー  ,エンパイアメーカー  Empire Maker(米)  ,-1.7328982754344606,7
8,5,9,ウォーターデライト,牡2,56.0,鮫島駿,高柳大,444(0),栗東,2023101865,01157,ロードカナロア  ,ウォーターラボ  ,マンハッタンカフェ  ,-3.3679340779142644,15
9,5,10,ベルオーシャン,牝2,52.0,▲舟山,柄崎,408(0),美浦,2023104980,01221,ミスチヴィアスアレックス  Mischevious Alex(米)  ,スリーオーシャン  ,オペラハウス  Opera House(英)  ,-1.892397590590536,9
10,6,11,ジュエルサンライズ,牝2,55.0,富田,東田,482(0),栗東,2023104826,01168,ロジャーバローズ  ,トシザコジーン  ,アドマイヤコジーン  ,-0.3572344138287014,4
11,6,12,ヒーナシャム,牝2,55.0,中井,橋口,420(0),栗東,2023105333,01141,ミッキーアイル  ,ミーアシャム  ,キンシャサノキセキ  ,1.4760800820417697,3
12,7,13,ミルトメテオ,牡2,53.0,▲柴田裕,中竹,494(0),栗東,2023102544,01212,タワーオブロンドン  ,メテオーリカ  ,ディープインパクト  ,-2.5062779729974993,11
13,7,14,アンファール,牝2,55.0,黛,和田雄,402(0),美浦,2023104466,01109,レッドファルクス  ,ジャカランダテラス  ,Redoute's Choice  ,-1.8201292684894037,8
14,7,15,ノーブルトレジャー,牝2,55.0,国分恭,牧浦,442(0),栗東,2023106706,01124,ダノンスマッシュ  ,スターコレクション  ,アグネスタキオン  ,-3.429788119816006,16
15,8,16,ツウキンカイソク,牡2,53.0,▲石田,岩戸,458(0),美浦,2023104341,01203,サトノアラジン  ,シャンスイ  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,2.1806621869286835,2
16,8,17,トゥレイス,牝2,53.0,◇今村,高柳瑞,424(0),美浦,2023102394,01193,カリフォルニアクローム  California Chrome(米)  ,トップスカーレット  ,ダイワメジャー  ,-2.5988962439488863,12
17,8,18,イアム,牝2,52.0,▲水沼,加藤和,410(0),美浦,2023104161,01201,サトノジェネシス  ,キューバンマンボ  ,スズカマンボ  ,-0.6620694628525889,5
