,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ジェニファー,牝4,56.0,鮫島駿,浜田,470(-6),栗東,2021103932,01157,アニマルキングダム  Animal Kingdom(米)  ,スイングサンデー  ,スペシャルウィーク  ,-3.3694694209266656,16
1,1,2,ティピティーナ,牝3,53.0,◇永島,林,438(+6),美浦,2022105376,01187,ニューイヤーズデイ  ,ステイホット  ,キャプテントゥーレ  ,-0.6188275527613487,7
2,2,3,キングズブレス,牡4,58.0,武藤,木村,504(+6),美浦,2021110001,01169,Kingman  (英)  ,インピード  ,Bated Breath  ,0.20492892238620852,2
3,2,4,クリーンエア,牡4,58.0,丸山,上原博,468(-4),美浦,2021101651,01127,リアルインパクト  ,シルヴァンソング  Sylvan Song(米)  ,Street Cry  (愛)  ,-0.41651338349256245,4
4,3,5,バンディート,牡5,58.0,荻野極,東田,516(-2),栗東,2020106698,01160,イスラボニータ  ,ジョリーザスターズ  ,Sea The Stars  Sea the Stars(愛)  ,-1.182659626151414,9
5,3,6,アウクソー,牝5,56.0,富田,平田,440(+16),栗東,2020103261,01168,サトノアラジン  ,ヴィリエルバクル  ,Sea The Stars  Sea the Stars(愛)  ,-5.4484186706820665,18
6,4,7,アルヴァレス,牡4,58.0,泉谷,奥村武,468(+2),美浦,2021103041,01182,ビーチパトロール  Beach Patrol(米)  ,ディアバビアナ  ,マツリダゴッホ  ,-0.48987906654690316,5
7,4,8,ツィスカリーゼ,牡5,58.0,的場,的場,464(+4),美浦,2020102269,01108,リオンディーズ  ,アンドリエッテ  ,ディープインパクト  ,-1.2912174253799733,10
8,5,9,ダノンリュラ,牝3,55.0,菊沢,菊沢,458(-2),美浦,2022105138,01161,ドレフォン  Drefong(米)  ,リュラ  ,ステイゴールド  ,-0.1860667834266842,3
9,5,10,オンザヴィーナス,牝4,56.0,杉原,大和田,446(-2),美浦,2021105057,01135,ミッキーアイル  ,シアン  ,Smart Strike  (加)  ,-2.4109090660776507,13
10,6,11,シュークリーム,牝4,56.0,亀田,西村,440(+14),栗東,2021104404,01176,ファインニードル  ,スポークスウーマン  Spokeswoman(愛)  ,Invincible Spirit  (愛)  ,-0.4898880258234016,6
11,6,12,レッドカメリア,牝5,56.0,小林脩,佐藤吉,458(0),美浦,2020100084,01183,レーヴミストラル  ,インブルーム  ,シンボリクリスエス  ,-4.330762869891395,17
12,7,13,インフローレ,牝3,53.0,◇今村,寺島,442(+2),栗東,2022102729,01193,リオンディーズ  ,キュイキュイ  ,ハービンジャー  Harbinger(英)  ,1.137822615236101,1
13,7,14,フォルトレス,牝3,55.0,横山琉,国枝,468(+2),美浦,2022110037,01192,Invincible Spirit  (愛)  ,サマーフレア  ,Dubawi  ,-1.6433405966319874,12
14,7,15,コムーネ,牝3,55.0,野中,奥平,428(+4),美浦,2022103549,01158,ビーチパトロール  Beach Patrol(米)  ,ファミリーズオナー  ,デュランダル  ,-2.761148988394609,14
15,8,16,アンバーニードル,牡4,58.0,斎藤,加藤征,496(+12),美浦,2021100594,01178,ファインニードル  ,ミヤコノユメ  ,ロードカナロア  ,-1.393756638390343,11
16,8,17,マイネルステラート,牡3,54.0,▲石神道,高木,470(+10),美浦,2022106818,01209,ミッキーアイル  ,ルシェルドール  ,オルフェーヴル  ,-1.0464329908518388,8
17,8,18,ビスケット,牝5,56.0,小沢,和田雄,476(+4),美浦,2020101171,01185,ミッキーアイル  ,ラガマフィン  ,ゼンノロブロイ  ,-2.823881950269639,15
