,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ダノンフェアレディ,牝3,55.0,坂井,橋口,470(-12),栗東,2022105087,01163,ロードカナロア  ,レッドオルガ  ,ディープインパクト  ,0.6715856082391318,10
1,1,2,ルージュソリテール,牝3,55.0,北村友,藤原,450(+2),栗東,2022105157,01102,エピファネイア  ,ケイティーズハート  ,ハーツクライ  ,1.0419994290901713,9
2,2,3,ジョスラン,牝3,55.0,岩田望,鹿戸,472(+2),美浦,2022104767,01174,キズナ  ,シアードラマ  Sheer Drama(米)  ,Burning Roma  ,0.2825258965663559,12
3,2,4,レーゼドラマ,牝3,55.0,藤岡佑,辻野,474(-2),栗東,2022105346,01093,キズナ  ,フォエヴァーダーリング  Forever Darling(米)  ,Congrats  (米)  ,-1.7266790959635414,18
4,3,5,ブラウンラチェット,牝3,55.0,池添,手塚久,440(-2),美浦,2022104994,01032,ドゥラメンテ  ,ディープインアスク  ,ディープインパクト  ,1.043574047639899,8
5,3,6,ケリフレッドアスク,牝3,55.0,西塚,藤原,458(+2),栗東,2022102296,01200,オルフェーヴル  ,クリノエリザベス  ,プリサイスエンド  Precise End(米)  ,-1.1000754320757027,17
6,4,7,クリノメイ,牝3,55.0,酒井,須貝,454(+2),栗東,2022101250,01034,アドマイヤマーズ  ,タムニア  Tamniah(仏)  ,Nathaniel  (愛)  ,0.2645928611622435,14
7,4,8,テレサ,牝3,55.0,松山,杉山晴,444(+6),栗東,2022104885,01126,マインドユアビスケッツ  Mind Your Biscuits(米)  ,フィルムフランセ  ,シンボリクリスエス  ,2.344884030739435,2
8,5,9,マピュース,牝3,55.0,横山武,和田勇,488(0),美浦,2022105467,01170,エピファネイア  ,エンタイスド  Enticed(愛)  ,Galileo  (愛)  ,-0.3879817156222756,16
9,5,10,エリカエクスプレス,牝3,55.0,武豊,杉山晴,462(0),栗東,2022103205,00666,アドマイヤマーズ  ,ロッテンマイヤー  ,クロフネ  ,1.8227629818946633,7
10,6,11,エンブロイダリー,牝3,55.0,ルメール,森一,488(+6),美浦,2022105185,05339,サトノクラウン  ,アルギュロス  ,マンハッタンカフェ  ,2.626202644297436,1
11,6,12,ヴーレヴー,牝3,55.0,菱田,武幸,494(+6),栗東,2022104617,01144,Sottsass  (仏)  ,ヌーヴォレコルト  ,ハーツクライ  ,0.27858625386410335,13
12,7,13,セナスタイル,牝3,55.0,岩田康,安田,434(0),栗東,2022105433,05203,サトノダイヤモンド  ,ローズベリル  ,キングカメハメハ  ,0.5750292888052166,11
13,7,14,ビップデイジー,牝3,55.0,西村淳,松下,442(+10),栗東,2022105192,01171,ロードカナロア  ,トレンドハンター  ,マンハッタンカフェ  ,2.271030852430142,3
14,7,15,インヴォーグ,牝3,55.0,団野,福永,502(+6),栗東,2022104145,01180,ロードカナロア  ,キネオダンサー  ,ディープインパクト  ,2.026962889729944,5
15,8,16,ランフォーヴァウ,牝3,55.0,小崎,福永,460(-4),栗東,2022105291,01152,ブラックタイド  ,ダンスアミーガ  ,サクラバクシンオー  ,1.845644700618185,6
16,8,17,カムニャック,牝3,55.0,川田,友道,490(+8),栗東,2022105402,01088,キズナ  ,パラダイスガーデン  ,Closing Argument  ,2.0541648298297286,4
17,8,18,パラディレーヌ,牝3,55.0,丹内,千田,502(+6),栗東,2022103546,01091,,,,-0.1696435350484008,15
