,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,テーオーミリカン,牡3,56.0,岩田康,宮,470(0),栗東,2022106705,05203,ウインブライト  ,ミッキーパール  ,タニノギムレット  ,0.18730023557053538,2
1,2,2,ダディーズアイル,牡4,58.0,岩田望,千田,486(+4),栗東,2021104673,01174,ミッキーアイル  ,ケイディーズネイル  ,ダノンシャンティ  ,-4.180930185795957,12
2,3,3,タイセイレグノ,牡3,56.0,高杉,浜田,470(+2),栗東,2022101403,01213,マジェスティックウォリアー  Majestic Warrior(米)  ,クラウンドヘッド  ,エンパイアメーカー  Empire Maker(米)  ,0.681642335565025,1
3,4,4,トゥロン,牝3,54.0,西村淳,佐々木,524(+4),栗東,2022105808,01171,ナダル  Nadal(米)  ,スパイラルステップ  ,シンボリクリスエス  ,-3.542742509603442,9
4,5,5,ペイドラロワール,牡3,55.0,☆西塚,清水久,458(+2),栗東,2022103962,01200,ダイワメジャー  ,ルリオン  ,キングカメハメハ  ,-1.6491566676885077,6
5,5,6,エフエイト,牡4,58.0,和田竜,北出,452(+10),栗東,2021109016,01018,ゴールデンバローズ  ,ティヤム  ,サンカルロ  ,-0.674344903456626,5
6,6,7,ケイエイト,牡5,55.0,▲田山,羽月,478(+6),栗東,2020103673,01220,ルーラーシップ  ,ラベンダーカラー  ,サクラバクシンオー  ,-0.34199749881165414,4
7,6,8,ラフォン,牡3,55.0,☆吉村,松下,512(0),栗東,2022101539,01216,シニスターミニスター  Sinister Minister(米)  ,スイートマルセル  ,ワイルドラッシュ  Wild Rush(米)  ,-2.5317015960396034,7
8,7,9,カフェロワイヤル,牝3,54.0,小崎,小林,470(+4),栗東,2022106717,01152,パイロ  Pyro(米)  ,カフェソサエティ  ,マンハッタンカフェ  ,0.12059684680283844,3
9,7,10,ベレニーチェ,牝4,56.0,高倉,武英,464(+12),栗東,2021100680,01130,ブラックタイド  ,サダムフジコ  ,クロフネ  ,-3.294538246700822,8
10,8,11,メイショウゴールド,牡3,56.0,丹内,荒川,460(+20),栗東,2022103188,01091,カリフォルニアクローム  California Chrome(米)  ,メイショウグロッケ  ,メイショウサムソン  ,-3.8741624281295763,11
11,8,12,タイセイディアマン,牡3,56.0,田口,大橋,464(+2),栗東,2022107082,01208,カレンブラックヒル  ,メリオール  ,キングカメハメハ  ,-3.5649807372201323,10
