,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,メイショウトム,牡5,60.0,難波,谷,496(+18),栗東,2021110065,01066,パレスマリス,Nothing But Tom,Street Cry
1,2,2,ケイテンアイジン,牡4,59.0,小坂,谷,508(0),栗東,2022109119,01063,アレスバローズ,カシノティーダ,ケイムホーム
2,3,3,モズナイスバディー,牡5,60.0,森一,飯田,498(-2),栗東,2021102845,01139,マジェスティックウォリアー,モズラコルタ,ヴィクトワールピサ
3,3,4,タツアレックス,牡5,60.0,大江圭,的場,482(-8),美浦,2021106401,01120,タツゴウゲキ,メグリ,フジキセキ
4,4,5,ヒロピアーナ,牡6,60.0,伴,石栗,536(0),美浦,2020105914,01149,リアルインパクト,ハルノアシオト,エンパイアメーカー
5,4,6,ゴールデンルーキー,牡5,60.0,五十嵐,粕谷,472(-6),美浦,2021110146,01069,Catholic Boy,Gold N Shaft,Mineshaft
6,5,7,ツリートップムーン,牡4,59.0,小野寺,坂口,496(+4),栗東,2022105887,01123,アドマイヤムーン,キャノピーウォーク,ロードカナロア
7,5,8,アナザーエース,牡6,57.0,▲井上,宮,526(+8),栗東,2020104005,01151,ヤマカツエース,ホットフレイバー,タバスコキャット
8,6,9,セキテイオー,牡7,60.0,金子,田中剛,480(-2),美浦,2019101351,01052,ロゴタイプ,ユキアカリノマチ,キングカメハメハ
9,6,10,コトブキヘスペラス,牡6,60.0,草野,金成,462(-6),美浦,2020100209,01113,ハーツクライ,エーシンベロシティ,Lemon Drop Kid
10,7,11,ローガンパス,セ5,60.0,小牧加,東田,490(+12),栗東,2021105677,01196,サトノアラジン,トレジャーステイト,Oasis Dream
11,7,12,リケアキャンディ,牝4,57.0,▲小林凌,蛯名利,442(-10),美浦,2022100765,01177,ディーマジェスティ,タッキーナ,アグネスタキオン
12,8,13,スティルシャイニン,牡4,57.0,▲水沼,天間,460(-6),美浦,2022103884,01201,メイショウボーラー,コウユーヒカリママ,ロックオブジブラルタル
13,8,14,サルヴァトーレ,牡6,60.0,石神深,和田郎,488(+2),美浦,2020100301,01059,キズナ,セレブラール,ボストンハーバー
