,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ブルーザー,牡3,57.0,池添,池添,494(+4),栗東,2023106218,01032,モーリス,ピスカデーラ,ブラックタイド,-2.002880500552842,9
1,2,2,ルクスユアン,牡3,57.0,幸,清水久,448(-6),栗東,2023102765,00732,サトノダイヤモンド,スマートシモーヌ,ドリームジャーニー,-3.2245400606554124,12
2,3,3,デルマタカチホ,牡3,57.0,松本,田中克,474(0),栗東,2023103385,01191,シスキン,クィーンスプマンテ,ジャングルポケット,0.33145409866480946,2
3,4,4,キングジェネシス,牡3,57.0,田口,四位,470(+8),栗東,2023104613,01208,サトノダイヤモンド,グランメール,ロードカナロア,-1.0495703625697355,6
4,5,5,サイモンシャリオ,牡3,57.0,松若,梅田,486(-4),栗東,2023101569,01154,アルアイン,キュアロージズ,ロージズインメイ,1.014537861999689,1
5,5,6,プロットシッケンズ,牡3,57.0,菱田,岡田,484(0),栗東,2023101175,01144,ハービンジャー,リリックドラマ,ステイゴールド,0.2602764133008556,3
6,6,7,チェファルー,牡3,57.0,岩田望,上村,514(-2),栗東,2023105017,01174,リオンディーズ,トレースイスラ,サウスヴィグラス,-0.16349449089004767,4
7,6,8,テイエムローズダン,牡3,54.0,▲川端,畑端,462(-2),栗東,2023100335,01195,ロードカナロア,ドリーミートーツ,ジャングルポケット,-2.9772355833382185,11
8,7,9,ペイシャマイデイズ,牡3,57.0,井上,吉田,472(0),栗東,2023107485,01151,ディスクリートキャット,マイディスティニー,ヴィクトワールピサ,-0.5279599425989238,5
9,7,10,スプーン,牡3,55.0,△柴田裕,西村,498(0),栗東,2023104921,01212,キタノコマンドール,アミスターミノル,サウスヴィグラス,-1.1591074785124367,7
10,8,11,フレアオブセンス,牡3,57.0,斎藤,高野,476(0),栗東,2023107022,01178,ポエティックフレア,ザイラ,フェノーメノ,-1.758392104564348,8
11,8,12,ヘブンクローバー,牡3,57.0,川又,杉山佳,466(0),栗東,2023104759,01166,ゴールドアクター,レディエマ,オンファイア,-2.515925903182942,10
