,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ペガサスジルシ,牝3,55.0,川田,新谷,426(-6),栗東,2023107350,01088,ブリックスアンドモルタル,レネットグルーヴ,キングカメハメハ,-1.39536621875435,9
1,1,2,ロゼア,牝3,52.0,▲和田陽,高野,364(-4),栗東,2023104675,01223,キズナ,ゼフィランサス,キングヘイロー,-0.5961468095717101,3
2,2,3,スターアライズ,牝3,52.0,▲石神道,大和田,396(-2),美浦,2023106465,01209,ベンバトル,パラノーマル,ステイゴールド,-1.2358327237241893,8
3,2,4,フィティテラ,牝3,55.0,岩部,昆,438(+8),栗東,2023104918,00726,ダノンプレミアム,アドマイヤエリーズ,ルーラーシップ,-1.137988572508859,7
4,3,5,バチラ,牡3,54.0,▲田山,須貝,474(-8),栗東,2023104937,01220,バゴ,ハッピージュエル,リンカーン,-1.5534030420843317,10
5,3,6,ファンシーシェイプ,牝3,55.0,酒井,矢野,440(-4),美浦,2023103514,01034,ロゴタイプ,ピンクレガシー,ヴィクトワールピサ,-2.313250942787796,15
6,4,7,エンジョイドアスク,牝3,55.0,ルメール,堀,484(0),美浦,2023103553,05339,エピファネイア,マキシマムドパリ,キングカメハメハ,-1.5660891974393851,11
7,4,8,クィーンズウィンク,牝3,55.0,高杉,清水久,452(0),栗東,2023106971,01213,レイデオロ,クィーンズベスト,ワークフォース,-1.6135263895352105,12
8,5,9,レッドブライトン,牡3,57.0,西村淳,奥村豊,464(0),栗東,2023107357,01171,ミッキーアイル,レーゲンボーゲン,フレンチデピュティ,-2.734489591342583,16
9,5,10,マコトアディントン,牡3,57.0,北村友,前川,432(+12),栗東,2023102128,01102,オルフェーヴル,マコトブリジャール,ストーミングホーム,-0.024909387449804428,1
10,6,11,トゥレネヴェリテ,牡3,54.0,▲森田,中竹,454(-4),栗東,2023104418,01222,コントレイル,ルミエールヴェリテ,Cozzene,-2.057108490010546,14
11,6,12,フキョウワオン,牡3,57.0,佐々木,勢司,470(+10),美浦,2023103971,01197,リアルスティール,ステイホーム,ストロングリターン,-0.14201369233925046,2
12,7,13,ヘヴンリーサイン,牡3,57.0,丸田,深山,458(-8),美浦,2023106040,01117,エポカドーロ,アグネスエンジェル,ホワイトマズル,-1.7270716520751934,13
13,7,14,ゴールドフリーダム,セ3,53.0,★河原田,青木,470(-10),美浦,2023104511,01204,ゴールドアクター,ハチマンダイボサツ,マーベラスサンデー,-0.7444682618695396,4
14,8,15,ギオンバヤシ,牡3,54.0,▲小林美,鈴木孝,430(-4),栗東,2023102695,01206,ミッキーアイル,ウスベニノキミ,エイシンフラッシュ,-0.8607275367788506,5
15,8,16,テイスティング,牡3,55.0,◇古川奈,矢作,476(+12),栗東,2023100909,01190,サートゥルナーリア,オーヴィレール,シンボリクリスエス,-0.8607275367788506,5
