,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,メイショウチタン,牡9,58.0,古川吉,本田,478(-4),栗東,2017104172,01015,ロードカナロア,ラルティスタ,マイネルラヴ,-3.853264059906004,10
1,2,2,ショウナンザナドゥ,牝4,56.0,田口,松下,462(+8),栗東,2022105071,01208,キズナ,ミスエーニョ,Pulpit,-2.4118393405197907,5
2,3,3,メイショウシンタケ,牡8,58.0,岩田望,千田,484(-4),栗東,2018106318,01174,ワールドエース,アドマイヤビアン,アドマイヤコジーン,-3.90229517330342,11
3,4,4,アクートゥス,セ6,57.0,西塚,藤原,456(-6),栗東,2020102625,01200,ルーラーシップ,アッフィラート,ディープインパクト,-3.106538019061519,7
4,4,5,キョウエイブリッサ,牡6,57.0,小崎,武市,480(-12),美浦,2020107001,01152,グレーターロンドン,キョウエイポズナン,ルーラーシップ,-2.681900850726535,6
5,5,6,ベラジオボンド,牡5,57.0,池添,上村,494(-4),栗東,2021105117,01032,ロードカナロア,ダンサーデスティネイション,Dubai Destination,-0.553775691634416,1
6,5,7,クランフォード,牝5,55.0,幸,杉山晴,470(+4),栗東,2021100139,00732,ブリックスアンドモルタル,エンジェルフェイス,キングカメハメハ,-4.135483022611622,13
7,6,8,オニャンコポン,セ7,58.0,亀田,小島,470(-6),美浦,2019104756,01176,エイシンフラッシュ,シャリオドール,ヴィクトワールピサ,-3.179038431012877,8
8,6,9,ブルーミンデザイン,牡5,57.0,斎藤,宮本,492(0),栗東,2021105283,01178,ロゴタイプ,レイトブルーマー,ジャングルポケット,-2.052442279915858,3
9,7,10,フロムダスク,牡6,57.0,菱田,森秀,520(+6),栗東,2020110133,01144,Bolt d'Oro,Foolish Cause,Giant's Causeway,-3.370558500770059,9
10,7,11,アサヒ,牡7,57.0,松本,金成,504(-4),美浦,2019105482,01191,カレンブラックヒル,ライクザウインド,デインヒル,-2.1240144371540577,4
11,8,12,グレイイングリーン,牡8,58.0,吉村,池江,510(-2),栗東,2018105454,01216,ディープインパクト,リトルゲルダ,Closing Argument,-1.7690322866877672,2
12,8,13,バレエマスター,牡7,57.0,松若,梅田,476(-16),栗東,2019104850,01154,スピルバーグ,パドパピヨン,スウェプトオーヴァーボード,-4.00559779795996,12
