,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ベアアッコチャン,牝3,55.0,大野,杉浦,466(-6),美浦,2023101039,01096,フォーウィールドライブ,ゴールドオーク,エイシンフラッシュ,-1.0873317932212854,9
1,2,2,プルメリアリノ,牝3,52.0,▲舟山,小栗,442(+4),栗東,2023102213,01221,ミスチヴィアスアレックス,プルメリアミコ,ケイムホーム,0.4621218033006098,1
2,3,3,ノボリフジ,牡3,54.0,▲遠藤,伊藤伸,466(+4),美浦,2023106626,01218,ミッキーグローリー,アマレット,スウェプトオーヴァーボード,-0.9506328436079328,6
3,4,4,マーガレットクレア,牝3,55.0,原,黒岩,432(-12),美浦,2023100722,01184,ミスチヴィアスアレックス,マーガレットスカイ,ディープブリランテ,-1.1454629397191942,11
4,4,5,フォトンゲイザー,牡3,57.0,木幡巧,牧,434(0),美浦,2023106479,01162,アドマイヤマーズ,マイネノンノ,タイキシャトル,-1.5851831024882774,13
5,5,6,ビルバンテ,牡3,57.0,菊沢,蛯名正,488(-4),美浦,2023103552,01161,マインドユアビスケッツ,マイレリーフ,ルーラーシップ,-0.8280155535007601,5
6,5,7,コックピットサイト,牡3,57.0,荻野極,鹿戸,474(-8),美浦,2023103717,01160,ドレフォン,ベラポーサ,Tapit,-0.4970644716397337,2
7,6,8,コウジハラ,牝3,55.0,木幡初,西田,418(-6),美浦,2023101860,01153,マテラスカイ,ローザビアンカ,ワイルドラッシュ,-1.5776928792586669,12
8,6,9,アパタイトテソーロ,牝3,55.0,石橋脩,畠山,406(-6),美浦,2023106739,01077,スワーヴリチャード,クイーンズテソーロ,ヘニーヒューズ,-0.4981922287801492,3
9,7,10,スリーコーズ,牡3,54.0,▲佐藤,伊藤圭,472(-2),美浦,2023106208,01207,スズカコーズウェイ,スズカローラー,スズカマンボ,-0.7850774760860573,4
10,7,11,モズタンケ,牡3,57.0,丹内,栗田,486(-10),美浦,2023101516,01091,モズアスコット,ジープルメリア,ストリートセンス,-0.9607952426767509,7
11,8,12,フレンドモナコ,牡3,55.0,△長浜,加藤和,414(-4),美浦,2023106197,01214,ビーチパトロール,フレンドパリ,アグネスデジタル,-0.9880949554851032,8
12,8,13,ロードストラダーレ,牡3,57.0,小沢,本間,502(+2),美浦,2023104886,01185,ロードカナロア,ティズウインディ,Tiznow,-1.0892949094535658,10
