,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,マテンロウギフト,牡4,58.0,吉村,茶木,--,栗東,2022105164,1216,サートゥルナーリア,レディアリエッタ,ディープインパクト,-0.6786334905304434,9,-0.43451362640896196,9,,
1,2,2,ジャズ,牡5,58.0,吉田隼,辻野,482(+8),栗東,2021103227,1095,ルーラーシップ,カンタービレ,ディープインパクト,0.5887148107403807,5,0.014416419205179776,5,,
2,3,3,キーウェーブ,牡5,58.0,Ｍデムーロ,宮地,440(+4),栗東,2021102561,5212,ミッキーロケット,キャンディキー,スクリーンヒーロー,-0.8068419261733065,10,-0.47992862306264733,10,,
3,4,4,ロゼル,牡6,58.0,幸,大和田,490(-4),美浦,2020106415,732,シルバーステート,レーヌユニヴェール,タイキシャトル,-1.0486698309550802,11,-0.5655907983427912,11,,
4,5,5,ショウナンバルドル,セ4,58.0,田山,須貝,500(+2),栗東,2022104590,1220,ブリックスアンドモルタル,アウェイク,ディープインパクト,2.339355179746197,1,0.6345419678989908,1,,
5,6,6,ナイトスラッガー,牡5,58.0,鮫島駿,小手川,534(0),美浦,2021101603,1157,ルーラーシップ,トーホウアマポーラ,フジキセキ,1.4278779829319048,2,0.3116713733420102,2,,
6,6,7,ツーエムクロノス,牡4,58.0,酒井,本田,512(-2),栗東,2022103651,1034,ノーブルミッション,スペランツァーレ,シングスピール,0.7907116456508115,4,0.08596932081819401,4,,
7,7,8,ジョイエッロ,牡4,58.0,川田,池江,452(+4),栗東,2022105438,1088,ドゥラメンテ,ノーブルカリナン,ディープインパクト,1.0074344759676266,3,0.1627385799099476,3,,
8,7,9,アラタマフェーヴル,牡5,58.0,松若,浜田,494(+4),栗東,2021102115,1154,オルフェーヴル,アラタマクリスエス,シンボリクリスエス,-0.2553096374434152,7,-0.28456053420427774,7,,
9,8,10,メイショウヤシマ,牡4,58.0,角田和,高橋亮,480(+2),栗東,2022100061,1186,カリフォルニアクローム,ココモオレンジ,キングカメハメハ,-0.6564872587633069,8,-0.42666881466507706,8,,
10,8,11,クスクス,牝5,56.0,池添,松下,498(-2),栗東,2021103665,1032,リーチザクラウン,ヴァリアントレディ,ウォーエンブレム,0.3737617175036901,6,-0.061725949751234785,6,,
