,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オコジュ,牝5,56.0,嶋田,矢嶋,美浦,2020101265,01134,ロゴタイプ ,マロンコート ,ハービンジャー Harbinger(英) ,-2.2823726806661107,7
1,2,2,アイファーチーター,牡7,55.0,▲佐藤,的場,美浦,2018100099,01207,ストロングリターン ,アイファーシンシア ,ジャングルポケット ,-2.7730910664931856,9
2,3,3,ピコテンダー,牝3,52.0,石川,上原佑,美浦,2022110132,01150,Justify (米) ,Lightstream ,Harlan's Holiday ,-3.147244128395602,10
3,4,4,エコロヴァイス,牡3,55.0,三浦,堀,美浦,2022110128,01122,Unified ,Second Fiddle ,Paynter ,1.6336457596953404,1
4,5,5,オオゾラヒバリ,牝4,56.0,野中,根本,美浦,2021101793,01158,トーセンラー ,ゴールドリボン ,スターキングマン ,-1.321725585555512,5
5,6,6,キボウノホシ,セ6,58.0,菊沢,奥平,美浦,2019101165,01161,ロードカナロア ,アイアムカミノマゴ ,アグネスタキオン ,-1.3405197069453136,6
6,6,7,アルヴァレス,牡4,58.0,津村,奥村武,美浦,2021103041,01092,ビーチパトロール Beach Patrol(米) ,ディアバビアナ ,マツリダゴッホ ,1.1111356244087849,2
7,7,8,スターチスブーケ,牝4,53.0,▲石田,田中勝,美浦,2021110075,01203,Practical Joke (米) ,Sovereign Halo ,Haynesfield ,-3.239433556681527,11
8,7,9,ニシノルミリオン,牡4,55.0,▲土田,加藤和,美浦,2021106994,01198,ファインニードル ,ニシノシルエット ,アグネスタキオン ,-2.749002008415563,8
9,8,10,グラスブランシュ,牝4,56.0,大野,松山,美浦,2021103588,01096,エピカリス ,グラスルノン ,フレンチデピュティ French Deputy(米) ,-0.5739823790768157,3
10,8,11,サザンレイク,牝5,53.0,▲水沼,根本,美浦,2020101481,01201,ヘニーヒューズ Henny Hughes(米) ,ローズゴールド ,サウスヴィグラス ,-0.9758411868821041,4
