,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ショウナンハクラク,牡6,57.0,三浦,松下,栗東,2019110001,01122,Frankel ,ショウナンアデラ ,ディープインパクト ,-3.1882967763425483,13
1,2,2,カルロヴェローチェ,セ5,57.0,丸山,須貝,栗東,2020103434,01127,シルバーステート ,スサーナトウショウ ,ロックオブジブラルタル ,-3.540998439477248,14
2,3,3,マシンガン,牡7,57.0,杉原,本間,美浦,2018103873,01135,シンボリクリスエス ,ポリアフ ,キングカメハメハ ,-2.8142892696882176,11
3,3,4,バースクライ,牝5,55.0,石川,千田,栗東,2020101827,01150,ハーツクライ ,ティップトップ ,Dubawi ,-2.8290009377578613,12
4,4,5,ブーケファロス,牡5,57.0,荻野極,清水英,美浦,2020101419,01160,ビッグアーサー ,クラウンデュナミス ,ダンディコマンド ,0.36771017809293244,2
5,4,6,アスクワンタイム,牡4,57.0,川須,梅田,栗東,2021102315,01128,ロードカナロア ,ディープインアスク ,ディープインパクト ,-1.2825130565773235,6
6,5,7,ファロロジー,牝6,55.0,横山琉,中舘,美浦,2019100450,01192,バトルプラン Battle Plan(米) ,ミントシャイン ,サンデーサイレンス Sunday Silence(米) ,-1.409670040467797,7
7,5,8,ティニア,牡5,57.0,戸崎圭,池江,栗東,2020110090,05386,Frankel ,フォローアドリーム ,Giant's Causeway (米) ,0.7901476737973679,1
8,6,9,ムーンプローブ,牝5,55.0,原,宮地,栗東,2020102564,01184,モーリス ,スマイリングムーン ,フジキセキ ,-2.7776180533618557,10
9,6,10,ディヴィナシオン,牡8,58.0,菅原明,森秀,栗東,2017100583,01179,ヴィクトワールピサ ,フギン ,ストリートセンス Street Sense(米) ,-1.0840839735586083,5
10,7,11,コラソンビート,牝4,56.0,津村,加藤士,美浦,2021106834,01092,スワーヴリチャード ,ルシェルドール ,オルフェーヴル ,-0.05899031268158812,3
11,7,12,ステークホルダー,牡5,57.0,大野,斎藤誠,美浦,2020103962,01096,ハービンジャー Harbinger(英) ,ワンスインナムーン ,アドマイヤムーン ,-1.6653958463046885,8
12,8,13,ビリーヴインミー,牝7,55.0,水沼,加藤和,美浦,2018103739,01201,サウスヴィグラス ,ファイトソング ,アサティス Assatis(米) ,-2.261255999822087,9
13,8,14,バンデルオーラ,牡6,57.0,国分恭,牧浦,栗東,2019104915,01124,トーセンラー ,マチカネハヤテ ,サクラバクシンオー ,-0.6440581804915326,4
