,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タミゼ,牝4,53.0,▲和田陽,平田,栗東,2021100650,01223,リオンディーズ ,フレンチトースト ,フレンチデピュティ French Deputy(米) ,-0.12285482989185087,4
1,2,2,アースミューズ,牝3,53.0,松岡,粕谷,美浦,2022105909,01085,フリオーソ ,アースヴィグラス ,サウスヴィグラス ,-1.41150880392893,6
2,3,3,サンピアノソナタ,牝4,56.0,横山武,小野,美浦,2021100074,01170,ニューイヤーズデイ ,ピアノボレロ ,ダンスインザダーク ,-3.7763745340886383,11
3,4,4,アスゴッド,牡3,52.0,▲古川奈,矢作,栗東,2022103704,01190,モズアスコット ,ゴッドフロアー ,ハーツクライ ,0.7091650992224476,3
4,5,5,キャンドルマス,牡4,58.0,佐々木,小崎,栗東,2021101624,01197,パイロ Pyro(米) ,アプト ,アドマイヤムーン ,1.4140364987672946,2
5,5,6,メイショウハッブル,牡4,55.0,▲森田,石橋,栗東,2021102550,01222,グレーターロンドン ,メイショウルナ ,スタチューオブリバティ Statue of Liberty(米) ,1.8311528785503526,1
6,6,7,ジーティーエンジン,牡3,51.0,★小林美,伊藤圭,美浦,2022103755,01206,リアルスティール ,チークトゥチーク ,クロフネ ,-3.1395380821791457,9
7,6,8,ピクラリーダ,牝4,53.0,▲鷲頭,清水英,美浦,2021106347,01202,ブラックタイド ,ハイフリート ,アフリート Afleet(加) ,-2.5168581468958746,8
8,7,9,ボルセーナ,牝3,50.0,▲舟山,奥村豊,栗東,2022105600,01221,イスラボニータ ,フーイズフー Who Is Who(亜) ,Harlan's Holiday ,-3.618833524026002,10
9,7,10,ナリノエンブレム,牝3,53.0,鮫島駿,加藤征,美浦,2022105269,01157,パドトロワ ,オメガエンブレム ,ウォーエンブレム War Emblem(米) ,-3.9435568370779146,12
10,8,11,ナンヨークリスタル,セ5,58.0,横山和,松永幹,栗東,2020103513,01140,ロードカナロア ,ナンヨーカノン ,フジキセキ ,-1.5478361735006674,7
11,8,12,ホーリーブライト,牝4,56.0,丹内,竹内,美浦,2021102458,01091,マクフィ Makfi(英) ,ラブリランテ ,ディープブリランテ ,-0.12823288087508494,5
