,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブループリマドンナ,牝4,56.0,酒井,小林,栗東,2021100703,01034,ホッコータルマエ ,アクアブルーバレー ,ワイルドラッシュ Wild Rush(米) ,1.1173686841846602,1
1,2,2,ルミッキ,牝4,56.0,菱田,橋口,栗東,2021104911,01144,ルーラーシップ ,フェイブルネージュ ,ディープインパクト ,-0.3840672132434483,4
2,3,3,スマートプレシャス,牝4,56.0,吉村,中村,栗東,2021103939,01216,シャンハイボビー Shanghai Bobby(米) ,スマートブローラ ,スマートファルコン ,0.13588852565859724,3
3,4,4,ワイノナオミ,牝4,56.0,永島,畑端,栗東,2021105973,01187,ドレフォン Drefong(米) ,ボクノナオミ ,ゴールドアリュール ,0.3779147659700528,2
4,4,5,ザブライド,牝4,56.0,坂井,西村,栗東,2021104905,01163,ドゥラメンテ ,ビートリックスキッド Beatrix Kiddo(仏) ,Victory Note ,-2.230607273232316,10
5,5,6,プウスカンドゥール,牝5,56.0,国分優,坂口,栗東,2020104791,01125,シャンハイボビー Shanghai Bobby(米) ,トレノトマト ,デヒア Dehere(米) ,-2.284392467448866,11
6,5,7,タマモナポリ,牝4,56.0,岩田康,河嶋,栗東,2021106177,05203,カレンブラックヒル ,タマモリド ,ワイルドラッシュ Wild Rush(米) ,-2.0240070639675944,8
7,6,8,メイショウコボケ,牝5,56.0,小沢,本田,栗東,2020106209,01185,ダノンバラード ,メイショウワカクサ ,サマーバード Summer Bird(米) ,-2.5157616757750225,12
8,6,9,ルフトクス,牝4,56.0,松山,杉山佳,栗東,2021105502,01126,ニューイヤーズデイ ,クルークハイト ,クロフネ ,-1.0097256049995182,6
9,7,10,オーケーカルメン,牝4,56.0,団野,奥村豊,栗東,2021102380,01180,ドレフォン Drefong(米) ,ウインフロレゾン ,フジキセキ ,-1.3699007702069048,7
10,7,11,クリノクリスタル,牝5,56.0,幸,大橋,栗東,2020107081,00732,ブラックタイド ,クリスタルキャノン ,クロフネ ,-2.1315294627392363,9
11,8,12,モイラ,牝4,56.0,田口,鈴木孝,栗東,2021103300,01208,デクラレーションオブウォー ,オルノス ,ゴールドアリュール ,-3.7071203333747675,13
12,8,13,フローラルセント,牝4,56.0,和田竜,松下,栗東,2021104857,01018,キズナ ,サマーローズ ,ハービンジャー Harbinger(英) ,-0.6397473042130544,5
