,式別,馬番,配当,人気
0,単勝,10,1880,7
1,複勝,10,450,8
2,複勝,12,230,4
3,複勝,5,190,2
4,枠連,5-6,1530,8
5,馬連,10-12,5290,23
6,ワイド,10-12,1920,24
7,ワイド,5-10,1490,20
8,ワイド,5-12,710,4
9,馬単,10→12,12400,46
10,3連複,5-10-12,8760,31
11,3連単,10→12→5,89010,297
