,式別,馬番,配当,人気
0,単勝,9,380,2
1,複勝,9,170,3
2,複勝,2,140,1
3,複勝,10,330,6
4,枠連,1-5,490,1
5,馬連,2-9,650,1
6,ワイド,2-9,350,2
7,ワイド,9-10,1320,14
8,ワイド,2-10,660,8
9,馬単,9→2,1480,2
10,3連複,2-9-10,3360,7
11,3連単,9→2→10,12670,29
