,式別,馬番,配当,人気
0,単勝,5,520,3
1,複勝,5,230,3
2,複勝,15,320,5
3,複勝,7,660,9
4,枠連,3-8,1100,3
5,馬連,5-15,3270,11
6,ワイド,5-15,1140,13
7,ワイド,5-7,2060,24
8,ワイド,7-15,4090,42
9,馬単,5→15,4820,16
10,3連複,5-7-15,25260,81
11,3連単,5→15→7,97340,334
