,式別,馬番,配当,人気
0,単勝,16,1450,5
1,複勝,16,410,5
2,複勝,7,160,2
3,複勝,9,270,4
4,枠連,4-8,1810,7
5,馬連,7-16,2320,7
6,ワイド,7-16,820,7
7,ワイド,9-16,1390,15
8,ワイド,7-9,540,5
9,馬単,16→7,6850,18
10,3連複,7-9-16,4770,11
11,3連単,16→7→9,34750,87
