,0,1,2,3
202109010101,単勝,11,190,1
202109010101,複勝,11,110,2
202109010101,複勝,9,110,1
202109010101,複勝,3,430,7
202109010101,枠連,7-8,170,1
202109010101,馬連,9-11,190,1
202109010101,ワイド,9-11,130,1
202109010101,ワイド,3-11,1220,16
202109010101,ワイド,3-9,890,10
202109010101,馬単,11→9,330,1
202109010101,三連複,3-9-11,1940,5
202109010101,三連単,11→9→3,5340,14
202109010102,単勝,2,710,4
202109010102,複勝,2,170,4
202109010102,複勝,15,160,3
202109010102,複勝,3,140,1
202109010102,枠連,1-8,1030,6
202109010102,馬連,2-15,2280,12
202109010102,ワイド,2-15,730,10
202109010102,ワイド,2-3,390,2
202109010102,ワイド,3-15,460,5
202109010102,馬単,2→15,4610,22
202109010102,三連複,2-3-15,2250,6
202109010102,三連単,2→15→3,18900,74
202109010103,単勝,2,2530,5
202109010103,複勝,2,250,5
202109010103,複勝,6,110,1
202109010103,複勝,3,110,2
202109010103,枠連,2-6,1340,4
202109010103,馬連,2-6,1500,5
202109010103,ワイド,2-6,520,7
202109010103,ワイド,2-3,760,9
202109010103,ワイド,3-6,190,2
202109010103,馬単,2→6,6060,17
202109010103,三連複,2-3-6,1130,4
202109010103,三連単,2→6→3,18770,55
202109010104,単勝,15,190,1
202109010104,複勝,15,120,1
202109010104,複勝,1,180,3
202109010104,複勝,2,160,2
202109010104,枠連,1-8,370,1
202109010104,馬連,1-15,680,1
202109010104,ワイド,1-15,360,2
202109010104,ワイド,2-15,350,1
202109010104,ワイド,1-2,690,7
202109010104,馬単,15→1,900,1
202109010104,三連複,1-2-15,2010,1
202109010104,三連単,15→1→2,4820,1
202109010105,単勝,8,930,5
202109010105,複勝,8,250,4
202109010105,複勝,9,260,5
202109010105,複勝,1,1070,9
202109010105,枠連,5-6,850,3
202109010105,馬連,8-9,3090,12
202109010105,ワイド,8-9,920,11
202109010105,ワイド,1-8,3600,29
202109010105,ワイド,1-9,2150,25
202109010105,馬単,8→9,6450,26
202109010105,三連複,1-8-9,28600,64
202109010105,三連単,8→9→1,132480,325
202109010106,単勝,9,260,1
202109010106,複勝,9,130,1
202109010106,複勝,5,400,8
202109010106,複勝,6,140,2
202109010106,枠連,4-6,500,1
202109010106,馬連,5-9,3010,11
202109010106,ワイド,5-9,1240,15
202109010106,ワイド,6-9,280,1
202109010106,ワイド,5-6,1050,14
202109010106,馬単,9→5,3950,12
202109010106,三連複,5-6-9,2850,6
202109010106,三連単,9→5→6,18190,43
202109010107,単勝,6,440,2
202109010107,複勝,6,170,3
202109010107,複勝,4,150,2
202109010107,複勝,10,230,6
202109010107,枠連,4-6,1440,7
202109010107,馬連,4-6,1400,7
202109010107,ワイド,4-6,440,5
202109010107,ワイド,6-10,470,7
202109010107,ワイド,4-10,680,14
202109010107,馬単,6→4,2650,12
202109010107,三連複,4-6-10,2130,10
202109010107,三連単,6→4→10,11510,47
202109010108,単勝,11,8240,13
202109010108,複勝,11,1220,13
202109010108,複勝,2,870,11
202109010108,複勝,14,160,1
202109010108,枠連,2-6,4370,16
202109010108,馬連,2-11,58180,82
202109010108,ワイド,2-11,13650,79
202109010108,ワイド,11-14,1900,21
202109010108,ワイド,2-14,1570,16
202109010108,馬単,11→2,149310,170
202109010108,三連複,2-11-14,54990,151
202109010108,三連単,11→2→14,813900,1385
202109010109,単勝,7,580,3
202109010109,複勝,7,190,4
202109010109,複勝,1,320,7
202109010109,複勝,9,150,1
202109010109,枠連,1-7,2300,9
202109010109,馬連,1-7,2970,13
202109010109,ワイド,1-7,1010,15
202109010109,ワイド,7-9,350,2
202109010109,ワイド,1-9,810,11
202109010109,馬単,7→1,5840,28
202109010109,三連複,1-7-9,3400,13
202109010109,三連単,7→1→9,24460,96
