,0,1,2,3
202409010101,単勝,11,550,3
202409010101,複勝,11,240,4
202409010101,複勝,4,280,5
202409010101,複勝,5,1010,8
202409010101,枠連,2-6,680,3
202409010101,馬連,4-11,1800,9
202409010101,ワイド,4-11,770,10
202409010101,ワイド,5-11,4020,28
202409010101,ワイド,4-5,4120,30
202409010101,馬単,11→4,3360,17
202409010101,三連複,4-5-11,31200,66
202409010101,三連単,11→4→5,100180,232
202409010102,単勝,7,530,4
202409010102,複勝,7,210,4
202409010102,複勝,5,1130,9
202409010102,複勝,2,190,3
202409010102,枠連,5-6,6870,13
202409010102,馬連,5-7,16600,29
202409010102,ワイド,5-7,4380,33
202409010102,ワイド,2-7,530,5
202409010102,ワイド,2-5,2970,28
202409010102,馬単,7→5,26240,52
202409010102,三連複,2-5-7,15650,43
202409010102,三連単,7→5→2,115120,273
202409010103,単勝,6,110,1
202409010103,複勝,6,110,1
202409010103,複勝,15,180,3
202409010103,複勝,5,430,7
202409010103,枠連,4-8,520,3
202409010103,馬連,6-15,350,1
202409010103,ワイド,6-15,260,2
202409010103,ワイド,5-6,970,9
202409010103,ワイド,5-15,3380,26
202409010103,馬単,6→15,560,3
202409010103,三連複,5-6-15,4540,14
202409010103,三連単,6→15→5,9020,25
202409010104,単勝,12,240,1
202409010104,複勝,12,110,1
202409010104,複勝,4,160,4
202409010104,複勝,1,150,3
202409010104,枠連,4-8,1280,5
202409010104,馬連,4-12,1270,5
202409010104,ワイド,4-12,430,5
202409010104,ワイド,1-12,250,2
202409010104,ワイド,1-4,600,7
202409010104,馬単,12→4,1700,6
202409010104,三連複,1-4-12,1650,5
202409010104,三連単,12→4→1,5810,15
202409010105,単勝,9,190,1
202409010105,複勝,9,110,1
202409010105,複勝,12,190,4
202409010105,複勝,3,270,5
202409010105,枠連,6-8,700,2
202409010105,馬連,9-12,810,2
202409010105,ワイド,9-12,320,2
202409010105,ワイド,3-9,470,4
202409010105,ワイド,3-12,1130,15
202409010105,馬単,9→12,1110,3
202409010105,三連複,3-9-12,2750,9
202409010105,三連単,9→12→3,6730,13
202409010106,単勝,9,350,2
202409010106,複勝,9,140,2
202409010106,複勝,4,150,4
202409010106,複勝,3,130,1
202409010106,枠連,4-7,650,2
