,式別,馬番,配当,人気
202601010410,単勝,8,170,1
202601010410,複勝,8,110,1
202601010410,複勝,1,130,2
202601010410,複勝,9,290,5
202601010410,枠連,1-7,440,2
202601010410,馬連,1-8,400,2
202601010410,ワイド,1-8,200,2
202601010410,ワイド,8-9,780,7
202601010410,ワイド,1-9,1030,10
202601010410,馬単,8→1,590,2
202601010410,三連複,1-8-9,2780,7
202601010410,三連単,8→1→9,5410,15
202601010411,単勝,7,290,1
202601010411,複勝,7,130,1
202601010411,複勝,11,230,3
202601010411,複勝,14,320,5
202601010411,枠連,5-7,770,3
202601010411,馬連,7-11,1120,2
202601010411,ワイド,7-11,450,2
202601010411,ワイド,7-14,900,9
202601010411,ワイド,11-14,1940,22
202601010411,馬単,7→11,1790,3
202601010411,三連複,7-11-14,5560,14
202601010411,三連単,7→11→14,22210,49
202601010412,単勝,5,540,2
202601010412,複勝,5,230,2
202601010412,複勝,2,160,1
202601010412,複勝,11,1140,13
202601010412,枠連,2-4,790,1
202601010412,馬連,2-5,960,1
202601010412,ワイド,2-5,500,1
202601010412,ワイド,5-11,5310,65
202601010412,ワイド,2-11,2830,40
202601010412,馬単,5→2,2310,3
202601010412,三連複,2-5-11,22440,91
202601010412,三連単,5→2→11,81470,292
202601010701,単勝,3,210,1
202601010701,複勝,3,130,1
202601010701,複勝,12,240,4
202601010701,複勝,1,1100,10
202601010701,枠連,3-7,1190,4
202601010701,馬連,3-12,1020,3
202601010701,ワイド,3-12,500,4
202601010701,ワイド,1-3,2460,26
202601010701,ワイド,1-12,4710,37
202601010701,馬単,3→12,1640,5
202601010701,三連複,1-3-12,16240,49
202601010701,三連単,3→12→1,47140,156
202601010703,単勝,11,710,3
202601010703,複勝,11,200,3
202601010703,複勝,1,240,4
202601010703,複勝,10,290,6
202601010703,枠連,1-8,970,4
202601010703,馬連,1-11,2670,12
202601010703,ワイド,1-11,740,6
202601010703,ワイド,10-11,870,10
202601010703,ワイド,1-10,1380,21
202601010703,馬単,11→1,4850,20
202601010703,三連複,1-10-11,6920,27
202601010703,三連単,11→1→10,36470,140
202601010704,単勝,12,850,4
202601010704,複勝,12,280,4
202601010704,複勝,3,170,2
202601010704,複勝,7,370,6
202601010704,枠連,3-8,1590,5
202601010704,馬連,3-12,2160,8
202601010704,ワイド,3-12,840,10
202601010704,ワイド,7-12,1990,20
202601010704,ワイド,3-7,950,11
202601010704,馬単,12→3,4770,18
202601010704,三連複,3-7-12,8560,24
202601010704,三連単,12→3→7,43000,119
202601010705,単勝,5,270,1
202601010705,複勝,5,130,1
202601010705,複勝,1,150,2
202601010705,複勝,2,340,6
202601010705,枠連,1-5,560,2
202601010705,馬連,1-5,580,1
202601010705,ワイド,1-5,270,1
202601010705,ワイド,2-5,840,11
202601010705,ワイド,1-2,870,12
202601010705,馬単,5→1,930,1
202601010705,三連複,1-2-5,2120,5
202601010705,三連単,5→1→2,6060,6
202601010706,単勝,7,400,2
202601010706,複勝,7,170,2
202601010706,複勝,11,320,7
202601010706,複勝,8,260,5
202601010706,枠連,5-7,1550,8
202601010706,馬連,7-11,2050,11
202601010706,ワイド,7-11,720,9
202601010706,ワイド,7-8,690,8
202601010706,ワイド,8-11,1430,19
202601010706,馬単,7→11,3580,16
202601010706,三連複,7-8-11,5300,21
202601010706,三連単,7→11→8,31160,124
202601010707,単勝,4,1930,6
202601010707,複勝,4,470,7
202601010707,複勝,5,440,6
202601010707,複勝,9,180,2
202601010707,枠連,3-3,11000,29
202601010707,馬連,4-5,12090,32
202601010707,ワイド,4-5,3120,32
202601010707,ワイド,4-9,1560,18
202601010707,ワイド,5-9,1290,13
202601010707,馬単,4→5,26640,60
202601010707,三連複,4-5-9,16130,51
202601010707,三連単,4→5→9,169780,419
202601010708,単勝,9,260,1
202601010708,複勝,9,130,1
202601010708,複勝,8,380,7
202601010708,複勝,10,160,2
202601010708,枠連,7-7,1970,7
202601010708,馬連,8-9,1960,7
202601010708,ワイド,8-9,800,12
202601010708,ワイド,9-10,290,1
202601010708,ワイド,8-10,1730,24
202601010708,馬単,9→8,3110,12
202601010708,三連複,8-9-10,4270,16
202601010708,三連単,9→8→10,15970,57
202601010709,単勝,8,330,2
202601010709,複勝,8,120,2
202601010709,複勝,6,120,1
202601010709,複勝,1,150,5
202601010709,馬連,6-8,500,2
202601010709,ワイド,6-8,210,2
202601010709,ワイド,1-8,340,5
202601010709,ワイド,1-6,360,8
202601010709,馬単,8→6,1010,3
202601010709,三連複,1-6-8,1040,6
202601010709,三連単,8→6→1,4210,15
202601010710,単勝,12,190,1
202601010710,複勝,12,110,1
202601010710,複勝,2,220,4
202601010710,複勝,14,210,2
202601010710,枠連,1-6,860,3
202601010710,馬連,2-12,1310,4
202601010710,ワイド,2-12,480,3
202601010710,ワイド,12-14,370,1
202601010710,ワイド,2-14,1380,14
202601010710,馬単,12→2,1840,4
202601010710,三連複,2-12-14,2860,3
202601010710,三連単,12→2→14,9590,9
202601010711,単勝,11,410,1
202601010711,複勝,11,150,2
202601010711,複勝,5,250,4
202601010711,複勝,7,150,1
202601010711,枠連,4-7,1570,6
202601010711,馬連,5-11,3220,12
202601010711,ワイド,5-11,950,10
202601010711,ワイド,7-11,310,1
202601010711,ワイド,5-7,1110,12
202601010711,馬単,11→5,5770,19
202601010711,三連複,5-7-11,3430,5
202601010711,三連単,11→5→7,21390,37
202601010712,単勝,9,180,1
202601010712,複勝,9,110,1
202601010712,複勝,12,120,2
202601010712,複勝,5,150,4
202601010712,枠連,6-7,260,1
202601010712,馬連,9-12,300,1
202601010712,ワイド,9-12,170,1
202601010712,ワイド,5-9,290,2
202601010712,ワイド,5-12,390,5
202601010712,馬単,9→12,450,1
202601010712,三連複,5-9-12,730,2
202601010712,三連単,9→12→5,1800,2
202601010801,単勝,10,380,2
202601010801,複勝,10,170,2
202601010801,複勝,3,290,5
202601010801,複勝,14,960,7
202601010801,枠連,3-6,2070,8
202601010801,馬連,3-10,2260,8
202601010801,ワイド,3-10,720,8
202601010801,ワイド,10-14,1990,16
202601010801,ワイド,3-14,4480,32
202601010801,馬単,10→3,3660,14
202601010801,三連複,3-10-14,24150,53
202601010801,三連単,10→3→14,78370,179
202601010802,単勝,3,170,1
202601010802,複勝,3,110,1
202601010802,複勝,7,450,7
202601010802,複勝,2,450,6
202601010802,馬連,3-7,2460,7
202601010802,ワイド,3-7,910,10
202601010802,ワイド,2-3,1050,11
202601010802,ワイド,2-7,6060,26
202601010802,馬単,3→7,3870,12
202601010802,三連複,2-3-7,12880,27
202601010802,三連単,3→7→2,44150,103
202601010803,単勝,5,260,1
202601010803,複勝,5,130,1
202601010803,複勝,11,220,5
202601010803,複勝,10,190,2
202601010803,枠連,4-7,1100,5
202601010803,馬連,5-11,1490,5
202601010803,ワイド,5-11,550,4
202601010803,ワイド,5-10,360,1
202601010803,ワイド,10-11,1080,13
202601010803,馬単,5→11,2580,7
202601010803,三連複,5-10-11,2770,5
202601010803,三連単,5→11→10,12940,22
202601010804,単勝,8,220,1
202601010804,複勝,8,110,1
202601010804,複勝,13,290,6
202601010804,複勝,12,150,2
202601010804,枠連,5-8,830,2
202601010804,馬連,8-13,2100,7
202601010804,ワイド,8-13,810,8
202601010804,ワイド,8-12,270,1
202601010804,ワイド,12-13,1140,14
202601010804,馬単,8→13,2660,7
202601010804,三連複,8-12-13,2840,6
202601010804,三連単,8→13→12,11790,23
202601010805,単勝,12,560,3
202601010805,複勝,12,160,3
202601010805,複勝,11,130,1
202601010805,複勝,9,280,6
202601010805,枠連,8-8,650,2
202601010805,馬連,11-12,600,2
202601010805,ワイド,11-12,300,2
202601010805,ワイド,9-12,1150,13
202601010805,ワイド,9-11,680,6
202601010805,馬単,12→11,1500,6
202601010805,三連複,9-11-12,2740,8
202601010805,三連単,12→11→9,12490,33
202601010806,単勝,11,690,4
202601010806,複勝,11,220,5
202601010806,複勝,4,190,2
202601010806,複勝,10,200,3
202601010806,枠連,4-8,2180,11
202601010806,馬連,4-11,1830,7
202601010806,ワイド,4-11,650,8
202601010806,ワイド,10-11,470,4
202601010806,ワイド,4-10,610,6
202601010806,馬単,11→4,5240,23
202601010806,三連複,4-10-11,2190,5
202601010806,三連単,11→4→10,16660,47
202601010807,単勝,14,330,1
202601010807,複勝,14,160,1
202601010807,複勝,5,330,7
202601010807,複勝,9,930,9
202601010807,枠連,3-7,650,2
202601010807,馬連,5-14,2870,13
202601010807,ワイド,5-14,980,13
202601010807,ワイド,9-14,2650,29
202601010807,ワイド,5-9,6160,40
202601010807,馬単,14→5,4070,14
202601010807,三連複,5-9-14,33180,75
202601010807,三連単,14→5→9,112140,334
202601010808,単勝,7,270,1
202601010808,複勝,7,130,1
202601010808,複勝,4,150,3
202601010808,複勝,5,200,5
202601010808,枠連,4-6,690,2
202601010808,馬連,4-7,790,2
202601010808,ワイド,4-7,320,3
202601010808,ワイド,5-7,460,5
202601010808,ワイド,4-5,580,9
202601010808,馬単,7→4,1120,2
202601010808,三連複,4-5-7,2030,7
202601010808,三連単,7→4→5,6940,13
202601010809,単勝,16,640,3
202601010809,複勝,16,280,3
202601010809,複勝,13,490,9
202601010809,複勝,12,380,6
202601010809,枠連,7-8,950,2
202601010809,馬連,13-16,6000,24
202601010809,ワイド,13-16,2210,32
202601010809,ワイド,12-16,1600,18
202601010809,ワイド,12-13,2550,40
202601010809,馬単,16→13,10650,43
202601010809,三連複,12-13-16,17090,65
202601010809,三連単,16→13→12,102060,388
202601010810,単勝,12,2370,8
202601010810,複勝,12,490,8
202601010810,複勝,10,160,1
202601010810,複勝,2,290,5
202601010810,枠連,7-8,2790,9
202601010810,馬連,10-12,4480,17
202601010810,ワイド,10-12,1300,18
202601010810,ワイド,2-12,2650,27
202601010810,ワイド,2-10,610,7
202601010810,馬単,12→10,11510,39
202601010810,三連複,2-10-12,10210,33
202601010810,三連単,12→10→2,104850,270
202601010811,単勝,15,680,3
202601010811,複勝,15,260,4
202601010811,複勝,8,320,5
202601010811,複勝,14,970,10
202601010811,枠連,4-8,690,2
202601010811,馬連,8-15,3020,14
202601010811,ワイド,8-15,1150,15
202601010811,ワイド,14-15,4320,42
202601010811,ワイド,8-14,5750,50
202601010811,馬単,15→8,5920,24
202601010811,三連複,8-14-15,43170,127
202601010811,三連単,15→8→14,197490,605
202601010812,単勝,2,120,1
202601010812,複勝,2,110,1
202601010812,複勝,12,140,2
202601010812,複勝,13,270,6
202601010812,枠連,2-7,340,1
202601010812,馬連,2-12,360,1
202601010812,ワイド,2-12,200,1
202601010812,ワイド,2-13,450,4
202601010812,ワイド,12-13,930,11
202601010812,馬単,2→12,390,1
202601010812,三連複,2-12-13,1490,3
202601010812,三連単,2→12→13,2610,2
202601010702,単勝,9,140,1
202601010702,複勝,9,110,1
202601010702,複勝,2,160,3
202601010702,複勝,8,210,4
202601010702,枠連,2-8,540,3
202601010702,馬連,2-9,680,2
202601010702,ワイド,2-9,260,2
202601010702,ワイド,8-9,330,3
202601010702,ワイド,2-8,790,9
202601010702,馬単,9→2,720,3
202601010702,三連複,2-8-9,1770,6
202601010702,三連単,9→2→8,3510,9
