,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,クロニクル,セ7,58.0,田辺,平岩,516(-2),美浦,2019101864,1075,ハーツクライ,アーキオロジー,Seeking the Gold,-0.6031984967829803,8,-0.6437396176848964,8,,7,49.1,46.6,47.8,7
1,2,2,ラフエイジアン,セ6,58.0,原,中舘,458(-4),美浦,2020104738,1184,アジアエクスプレス,アラピンタ,Medicean,-0.8530309456922694,10,-0.7786215632214448,7,,13,50.2,45.1,52.2,4
2,3,3,オンザライン,セ8,58.0,木幡巧,大和田,460(-2),美浦,2018104646,1162,スクリーンヒーロー,ステラスターライト,ディープインパクト,-0.5232969380460547,7,-0.6006015956189461,13,,9,36.9,45.7,39.0,13
3,4,4,ターコイズフリンジ,牡5,58.0,ルメール,田中博,534(-10),美浦,2021105356,5339,ブラックタイド,アズールムーン,Malibu Moon,-0.9203241531270376,11,-0.814952467312657,11,,8,41.2,45.8,42.3,11
4,4,5,エクリプスルバン,セ5,58.0,佐々木,田中博,444(+2),美浦,2021106623,1197,シニスターミニスター,キングベイビー,マンハッタンカフェ,0.0799856574718638,6,-0.2748955852626192,2,,5,55.4,49.4,55.7,3
5,5,6,コスモジンバック,牡5,58.0,石橋脩,相沢,492(-4),美浦,2021106797,1077,Good Magic,ディスポーザブルプレジャー,Giacomo,-1.0166163135662452,13,-0.8669396050790308,10,,10,45.1,45.4,44.5,10
6,5,7,ニシノライコウ,牡6,58.0,津村,古賀慎,504(-6),美浦,2020105494,1092,エイシンヒカリ,ニシノオマージュ,ストリートセンス,-0.9291237141277005,12,-0.8197032589444833,9,,11,45.6,45.4,44.8,9
7,6,8,ドバイブルース,牡5,58.0,ディー,加藤征,500(-2),美浦,2021105182,5674,キンシャサノキセキ,Pirika,Monsun,1.4309408640270722,2,0.4544711058474598,4,,3,53.4,50.6,51.5,5
8,6,9,ワイドブリザード,セ5,58.0,戸崎圭,佐藤悠,448(+2),栗東,2021104416,5386,カリフォルニアクローム,ハナフブキ,ディープインパクト,0.8715755187865454,5,0.1524755629900162,1,,1,76.6,82.5,77.1,1
9,7,10,バギーウィップ,牡4,58.0,武藤,萩原,500(-6),美浦,2022102987,1169,ナダル,トーコーユズキ,ディープインパクト,1.102621404841576,4,0.2772148382738021,3,,2,55.3,50.9,57.8,2
10,7,11,ヴァンドーム,牡5,58.0,大野,安田,506(+2),栗東,2021100170,1096,ロードカナロア,ルアンジュ,マンハッタンカフェ,1.4727162967634733,1,0.4770252282911897,6,,6,50.2,47.1,46.8,8
11,8,12,サトミノエンジェル,牡4,58.0,横山武,鈴木伸,526(+4),美浦,2022101389,1170,マインドユアビスケッツ,アーキタイプ,ディープインパクト,1.1838528662373462,3,0.32107086097891,5,,4,52.3,50.2,51.1,6
12,8,13,プレイサーゴールド,牡6,58.0,岩田康,今野,504(+6),栗東,2020100053,5203,シニスターミニスター,エクディス,クロフネ,-0.74355519217934,9,-0.7195167404197238,12,,12,38.9,45.3,39.5,12
