,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,エコロガイア,牡5,55.0,江田照,森秀,472(-6),30.0,12,栗東,2021110056,689,Speightstown,Charge of Angels,Distorted Humor,-0.9247952142742544,13,-0.9268247688631076,15,-0.4113306855597467,11,-1.0122163470388907,11,0.0242136124256936,0.0264763222408568
1,2,2,ファムエレガンテ,牝4,54.0,菊沢,中村,484(+2),7.0,3,栗東,2022110142,1161,Tiz the Law,Twirling Owen,Twirling Candy,0.6551277243723641,3,0.0399516388022125,2,-0.0733984678336259,2,0.1627973761310826,5,0.0784082142229549,0.113469952460815
2,2,3,スリーピース,セ4,54.0,今村聖奈,武井,466(+14),23.2,11,美浦,2022104972,1193,ミッキーアイル,ビバリーヒルズ,スニッツェル,-0.3013311708647768,9,-0.3574291434651243,8,-0.2424484495011925,8,0.0798730540903352,6,0.0721685512736054,0.0342366235873148
3,3,4,サフランヒーロー,セ5,53.0,石神道,森一,440(-10),57.2,15,美浦,2021100895,1209,カレンブラックヒル,サフランブーケ,スターリングローズ,-1.2741945146745433,15,-0.7184929605547402,13,-0.8805860577766592,15,-2.479936643391927,15,0.0055800329176541,0.0138861829934563
4,3,5,コンクイスタ,セ6,58.0,津村,吉岡,494(-6),4.1,1,栗東,2020106557,1092,ロードカナロア,ドリームオブジェニー,Pivotal,2.755760343159104,1,0.5956649363113828,1,0.0292936574279541,1,1.025915706498879,1,0.1858699109436708,0.1937291871282208
5,4,6,ロードフロンティア,牡5,55.0,川須,松下,472(+6),15.6,5,栗東,2021100161,1128,ロードカナロア,フラーティングアウェイ,Distorted Humor,-0.6704950964219829,12,-0.5944383633862894,11,-0.2386805430977264,7,-1.0856513058666863,12,0.0224992058520321,0.05091600430934
6,4,7,アッチャゴーラ,牡6,56.0,小崎,浅利,524(+6),11.9,7,美浦,2020102843,1152,マインドユアビスケッツ,グラッブユアコート,ゴールドアリュール,-0.2818649538685661,8,-0.9224802303097448,14,-0.391654484508966,10,-0.4759054396912165,9,0.0413977229991303,0.0667470308593029
7,5,8,アドバンスファラオ,セ6,56.0,松岡正海,森秀,488(0),30.5,14,栗東,2020110106,1085,American Pharoah,Fair Huntress,Tiznow,-1.0605814648909937,14,-0.2182304267160134,5,-0.8331272041666397,14,-1.672343386195898,14,0.0125132481216121,0.0260422841713346
8,5,9,ヤマニンアルリフラ,牡5,57.5,戸崎圭,斉藤崇,498(-6),4.7,2,栗東,2021106601,5386,イスラボニータ,ヤマニンパピオネ,スウェプトオーヴァーボード,0.6074352304701366,4,-0.6906176029572942,12,-0.5150325041984496,12,-1.27498242121792,13,0.0186183731657417,0.1689978015373841
9,6,10,ジョーローリット,牝5,55.0,武藤,中竹,506(0),12.7,4,栗東,2021100768,1169,ダノンレジェンド,ジョーカルーア,ジョーカプチーノ,-0.246606228828548,7,-0.2932277009858335,7,-0.1774944894595047,5,-0.3123621021026554,8,0.0487531210477202,0.062542493482339
10,6,11,ワイワイレジェンド,牡5,56.0,田辺,前川,500(+10),11.5,6,栗東,2021103812,1075,ダノンレジェンド,ミッシェルラブ,フォティテン,0.5132367931873134,5,-0.0936518189982441,3,-0.1354387395810913,3,0.5025261621519308,4,0.1101295589262685,0.0690686667152787
11,7,12,エスカル,牡5,55.0,丸山,森秀,502(-4),16.3,9,栗東,2021110069,1127,American Pharoah,Pretty Girl,Harlan's Holiday,-0.5377337014937346,11,-0.2382401522754832,6,-0.2491388680253584,9,-0.6004536376723812,10,0.036549871896888,0.0487294274371598
12,7,13,ダノンタッチダウン,セ6,55.0,三浦,堀,550(+8),34.1,13,美浦,2020103277,1122,ロードカナロア,エピックラヴ,Dansili,0.41420611212709,6,-0.1560933299740101,4,-0.5324142979446331,13,0.7916787192228716,2,0.1470554958334914,0.0232929521180558
13,8,14,カンパニョーラ,牝7,53.0,吉田豊,伊坂,478(+2),17.6,10,美浦,2019104385,733,ジャスタウェイ,エミレーツガール,Lizard Island,-0.3423998487451791,10,-0.5118167234745796,9,-0.141744179368932,4,-0.1455216224380071,7,0.057605018840346,0.0451300947287332
14,8,15,グロリアラウス,セ5,55.0,石橋脩,斉藤崇,510(-2),14.0,8,栗東,2021104830,1077,リアルインパクト,アンティフォナ,Songandaprayer,0.6942359907465713,2,-0.5206211000860138,10,-0.2212853781979681,6,0.7327353443038758,3,0.1386380615331903,0.0567349762304075
