,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,アロハ,牝3,55.0,西村淳,橋田,452(0),5.2,5,栗東,2023106115,1171,エピファネイア,ヤマノフェアリー,ディープインパクト,0.2876932460592783,3,-0.2726901529406558,13,-1.4222329730132828,11,-1.349427476607961,11,0.0352378649482185,0.1518610645436653
1,2,2,トランスマリーン,牡3,54.0,▲和田陽,平田,488(+2),27.5,9,栗東,2023107156,1223,ロードカナロア,パシフィックギャル,ゼンノロブロイ,-0.5184100405180376,11,0.060055897921531,5,-1.4966514032906308,13,-1.3729130840362225,12,0.0344199247919871,0.0287155467500749
2,3,3,ワンダージェム,牝3,54.0,☆長浜,石坂,470(0),74.2,13,栗東,2023101759,1214,ワールドエース,ワンダースニュマン,エンパイアメーカー,-0.5100330854667874,10,-0.0722950779835167,9,-0.9975301792467384,8,-0.926625942177692,8,0.0537811345973197,0.0106425543885048
3,3,4,メイショウタイザン,牡3,57.0,小沢,高橋忠,462(-2),10.7,3,栗東,2023106570,1185,ミッキーアイル,メイショウタラチネ,メイショウボーラー,0.0919784353032991,4,0.0943930095862095,3,-1.1096753983736365,9,-0.490300742657615,5,0.0832000498637186,0.0738016388436504
4,4,5,テリオスリコ,牝3,55.0,古川吉,松下,446(-2),77.8,14,栗東,2023101796,1015,ルーラーシップ,ブライトロージー,ハーツクライ,-0.5352244877453113,13,0.0763862999520793,4,-1.660131428843018,14,-0.991564849492812,9,0.0503996303293511,0.0101500968589596
5,4,6,ディープマウンテン,牝3,55.0,吉田隼,深山,408(-4),69.5,12,美浦,2023103475,1095,エイシンフラッシュ,テクニカルラン,アグネスタキオン,-0.4978467996678998,9,0.1442329562188831,1,-0.5229711076001631,2,-0.9053899605330225,7,0.0549354428395369,0.0113622666996699
6,5,7,エースオブゴールド,牡3,57.0,佐々木,堀内,484(0),52.4,10,美浦,2023100784,1197,ブラックタイド,ワイルドアフリカ,ワイルドラッシュ,-0.4620156580980958,8,-0.0722950779835167,9,-0.6793529126839992,4,-0.8731101446905531,6,0.0567376802743311,0.0150701819776156
7,5,8,アルジェンタム,セ3,57.0,横山和,野中,502(+4),2.1,1,栗東,2023105675,1140,シルバーステート,サムカインドオブブルー,Union Rags,3.2609515791462127,1,-0.1611448975551609,11,0.2740154789532114,1,0.6805308789761858,1,0.2682929736779474,0.3760369217271713
8,6,9,メカニックバレエ,牝3,55.0,小野楓,中村,434(+4),51.7,11,栗東,2023105791,5592,ダノンプレミアム,エトワールブリエ,ロードカナロア,-0.5764122011111508,14,-0.0722950779835167,9,-0.7637408559716423,5,-1.249485398322636,10,0.0389416079258207,0.0152742269947206
9,6,10,フォーティンブラス,牡3,53.0,河原田菜々,池江,456(-2),17.8,7,栗東,2023103776,1204,エピファネイア,サトノガーネット,ディープインパクト,-0.0436609542802342,6,0.1442329562188831,1,-1.4775946759752852,12,-0.3921651072121269,2,0.0917790063610782,0.0443639064959022
10,7,11,ホウオウロレンシア,牝3,55.0,北村友,高木,442(0),15.0,4,美浦,2023102396,1102,ゴールドシップ,ヌーナ,Congrats,-0.026844519457139,5,-0.0409018752607245,6,-0.882533152152605,7,-0.4562275211360888,4,0.0860837938236188,0.0526451690418039
11,7,12,ペガサスウィンド,牝3,55.0,坂井,宮地,498(+2),6.4,2,栗東,2023100609,1163,マインドユアビスケッツ,ペガサスハーツ,ハーツクライ,0.4675713390587273,2,-0.0409018752607245,6,-0.6710247735392194,3,-0.3965913567537212,3,0.0913736673039252,0.1233871149417281
12,8,13,ブライトエンジェル,牝3,55.0,川又,角田,464(+8),15.4,6,栗東,2023104374,1166,コントレイル,イベリス,ロードカナロア,-0.4182571400657733,7,-0.2329568533357146,12,-0.7883992757812699,6,-1.6061527076951692,14,0.0272593336604674,0.0512777620537051
13,8,14,パーシヴァル,セ3,57.0,横山琉,相沢,470(+4),22.3,8,美浦,2023103290,1192,デクラレーションオブウォー,センティフォリア,ディープインパクト,-0.5194897131570878,12,-0.2726901529406558,13,-1.3607397989940029,10,-1.5952598212434783,13,0.0275578896026788,0.0354115486828277
